customerID,MonthlyCharges,TotalCharges,tenure,Churn,Contract,InternetService,PaymentMethod,PaperlessBilling
6745-JEFZB,91.5,3236.35,35,No,Month-to-month,Fiber optic,Credit card (automatic),Yes
5020-ZSTTY,82.45,4350.1,54,Yes,One year,DSL,Bank transfer (automatic),No
9880-TDQAC,60.0,4264.0,72,No,Two year,DSL,Electronic check,Yes
8705-WZCYL,44.8,44.8,1,No,Month-to-month,DSL,Electronic check,Yes
7102-JJVTX,48.6,422.3,9,No,One year,DSL,Mailed check,No
8626-PTQGE,60.05,4176.7,69,No,Two year,DSL,Bank transfer (automatic),Yes
4983-CLMLV,102.7,5138.1,52,No,Month-to-month,Fiber optic,Credit card (automatic),Yes
5701-YVSVF,82.9,880.05,11,No,Month-to-month,Fiber optic,Electronic check,Yes
5804-LEPIM,70.35,139.05,2,Yes,Month-to-month,Fiber optic,Electronic check,Yes
5697-GOMBF,35.9,973.65,28,No,Month-to-month,DSL,Electronic check,Yes
2739-CACDQ,82.65,1470.05,17,No,Month-to-month,Fiber optic,Credit card (automatic),Yes
9385-EHGDO,19.85,739.35,35,No,Two year,No,Mailed check,Yes
9498-FIMXL,19.2,161.95,8,No,One year,No,Mailed check,Yes
2379-GYFLQ,94.9,4422.95,46,No,One year,Fiber optic,Credit card (automatic),Yes
0122-OAHPZ,73.85,511.25,7,Yes,Month-to-month,Fiber optic,Electronic check,Yes
2868-SNELZ,80.6,155.8,2,Yes,Month-to-month,Fiber optic,Mailed check,No
4322-RCYMT,75.8,5293.95,68,Yes,One year,DSL,Bank transfer (automatic),Yes
6680-NENYN,104.6,4759.85,43,Yes,Two year,Fiber optic,Electronic check,Yes
2088-IEBAU,88.15,6148.45,68,No,Two year,DSL,Electronic check,Yes
7982-VCELR,94.8,3565.65,36,No,Month-to-month,Fiber optic,Credit card (automatic),Yes
1343-EHPYB,103.4,6603.0,63,Yes,Month-to-month,Fiber optic,Electronic check,Yes
6035-BXTTY,54.65,1830.1,32,No,Month-to-month,DSL,Bank transfer (automatic),No
6885-PKOAM,85.75,6223.8,71,No,Two year,DSL,Credit card (automatic),No
7520-HQWJU,67.45,4508.65,66,No,Month-to-month,DSL,Bank transfer (automatic),Yes
9639-BUJXT,20.5,1328.15,63,No,One year,No,Mailed check,No
5924-SNGKP,20.25,865.0,41,No,One year,No,Credit card (automatic),Yes
0021-IKXGC,72.1,72.1,1,No,Month-to-month,Fiber optic,Electronic check,Yes
2034-GDRCN,90.4,168.2,2,Yes,Month-to-month,Fiber optic,Electronic check,Yes
8966-SNIZF,19.45,1303.5,70,No,Two year,No,Bank transfer (automatic),No
6243-OZGFH,44.95,996.85,23,No,Month-to-month,DSL,Electronic check,Yes
4654-DLAMQ,97.0,6430.9,64,No,One year,Fiber optic,Bank transfer (automatic),No
0513-RBGPE,62.8,2278.75,37,No,Two year,DSL,Credit card (automatic),Yes
5160-UXJED,44.6,681.4,17,No,One year,DSL,Mailed check,No
4115-NZRKS,89.15,574.35,7,No,Month-to-month,Fiber optic,Electronic check,Yes
0219-YTZUE,84.8,371.9,4,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
0623-IIHUG,41.9,840.1,21,Yes,Month-to-month,DSL,Electronic check,Yes
4572-DVCGN,80.25,846.0,10,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
3351-NGXYI,54.1,889.0,16,No,Month-to-month,DSL,Electronic check,Yes
8984-EYLLL,105.25,6823.4,64,No,Two year,Fiber optic,Electronic check,Yes
9057-MSWCO,30.75,805.1,27,Yes,Month-to-month,DSL,Credit card (automatic),No
9833-TGFHX,97.1,4016.75,42,No,One year,Fiber optic,Electronic check,No
9294-TDIPC,20.2,83.75,5,No,Month-to-month,No,Mailed check,No
5229-DTFYB,98.8,3959.15,41,No,Two year,Fiber optic,Bank transfer (automatic),Yes
0104-PPXDV,50.3,2878.55,58,No,One year,DSL,Credit card (automatic),No
5176-LMJXE,20.55,945.7,47,No,Two year,No,Mailed check,Yes
3583-KRKMD,75.9,1373.05,18,No,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
1010-DIAUQ,96.5,492.55,5,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),No
9069-LGEUL,59.95,1406.0,23,No,Month-to-month,DSL,Bank transfer (automatic),Yes
7302-ZHMHP,19.15,19.15,1,No,Month-to-month,No,Mailed check,No
9571-EDEBV,98.65,6962.85,71,No,One year,Fiber optic,Credit card (automatic),Yes
3520-FJGCV,112.6,8126.65,72,No,Two year,Fiber optic,Credit card (automatic),Yes
6563-VRERX,20.6,690.25,33,No,One year,No,Mailed check,No
0259-GBZSH,85.65,181.5,2,Yes,Month-to-month,Fiber optic,Electronic check,Yes
6122-EFVKN,35.75,830.8,24,No,Two year,DSL,Mailed check,No
2805-EDJPQ,99.75,5608.4,56,No,One year,Fiber optic,Credit card (automatic),Yes
6862-CQUMB,96.1,3646.8,37,No,Month-to-month,Fiber optic,Credit card (automatic),Yes
7156-MXBJE,85.1,3662.25,43,No,One year,DSL,Credit card (automatic),No
6158-HDPXZ,25.35,25.35,1,No,Month-to-month,DSL,Mailed check,No
9601-BRXPO,104.95,2566.5,25,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
2863-IMQDR,89.65,5308.7,61,No,Two year,DSL,Electronic check,No
5686-CMAWK,86.75,1410.25,17,No,One year,Fiber optic,Electronic check,No
5651-CRHKQ,86.2,3339.05,41,No,One year,Fiber optic,Bank transfer (automatic),Yes
6905-NIQIN,50.65,50.65,1,Yes,Month-to-month,DSL,Mailed check,No
8204-YJCLA,64.8,4732.35,72,No,Two year,DSL,Bank transfer (automatic),Yes
5167-ZFFMM,90.85,90.85,1,Yes,Month-to-month,Fiber optic,Credit card (automatic),Yes
6583-SZVGP,108.1,5067.45,48,No,Two year,Fiber optic,Bank transfer (automatic),Yes
4895-TMWIR,19.95,214.75,11,Yes,Month-to-month,No,Mailed check,No
0533-BNWKF,85.45,4874.7,55,Yes,Month-to-month,Fiber optic,Electronic check,Yes
1708-PBBOA,54.75,2348.45,42,No,One year,DSL,Electronic check,Yes
8782-LKFPK,90.4,4063.0,44,No,Month-to-month,Fiber optic,Mailed check,Yes
5522-JBWMO,44.0,44.0,1,No,Month-to-month,DSL,Electronic check,No
3597-MVHJT,95.6,2595.25,27,No,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
9774-NRNAU,84.8,2309.55,27,No,Month-to-month,DSL,Bank transfer (automatic),Yes
0224-RLWWD,44.3,89.3,2,No,Month-to-month,DSL,Electronic check,Yes
9967-ATRFS,19.9,367.55,19,No,Month-to-month,No,Mailed check,No
3951-NJCVI,95.05,3944.5,42,No,Month-to-month,Fiber optic,Electronic check,Yes
2977-CEBSX,90.05,5965.95,66,No,Two year,DSL,Credit card (automatic),Yes
0177-PXBAT,109.9,3694.7,33,No,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
6599-CEBNN,73.95,2524.45,34,Yes,Month-to-month,Fiber optic,Credit card (automatic),Yes
2519-ERQOJ,54.6,1803.7,33,No,Month-to-month,DSL,Electronic check,Yes
5876-QMYLD,20.05,415.1,23,No,One year,No,Mailed check,No
2277-AXSDC,19.75,624.15,32,No,One year,No,Bank transfer (automatic),No
9442-JTWDL,20.05,237.7,11,No,One year,No,Credit card (automatic),No
0979-PHULV,99.45,7007.6,69,Yes,Month-to-month,Fiber optic,Credit card (automatic),Yes
3067-SVMTC,55.9,3848.8,68,No,One year,DSL,Bank transfer (automatic),No
5495-GPSRW,19.7,419.4,20,No,Two year,No,Mailed check,Yes
7606-BPHHN,19.8,1468.75,72,No,Two year,No,Credit card (automatic),Yes
4742-DRORA,95.4,5812.0,60,No,One year,Fiber optic,Bank transfer (automatic),Yes
0111-KLBQG,93.95,2861.45,32,No,Month-to-month,Fiber optic,Mailed check,Yes
4800-VHZKI,19.9,19.9,1,Yes,Month-to-month,No,Mailed check,Yes
7989-CHGTL,19.6,19.6,1,Yes,Month-to-month,No,Mailed check,Yes
0334-GDDSO,81.35,233.7,3,Yes,Month-to-month,Fiber optic,Electronic check,Yes
4163-NCJAK,24.45,1066.15,46,No,One year,No,Bank transfer (automatic),Yes
5233-AOZUF,74.95,2149.05,29,No,Month-to-month,Fiber optic,Electronic check,Yes
5973-EJGDP,87.35,4473.0,51,No,Month-to-month,Fiber optic,Electronic check,Yes
1996-DBMUS,70.65,3545.05,48,No,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
7916-VCCPB,73.25,1195.75,16,No,Month-to-month,Fiber optic,Bank transfer (automatic),No
4686-GEFRM,98.7,6858.9,70,No,Two year,Fiber optic,Bank transfer (automatic),Yes
5249-QYHEX,24.8,1024.7,40,No,Two year,No,Mailed check,Yes
0578-SKVMF,83.3,1845.9,22,Yes,Month-to-month,Fiber optic,Electronic check,No
5564-NEMQO,75.3,75.3,1,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
2233-FAGXV,24.3,132.25,5,No,Month-to-month,No,Mailed check,Yes
5605-IYGFG,69.85,515.45,7,No,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
7663-ZTEGJ,100.55,2830.45,29,No,One year,Fiber optic,Credit card (automatic),No
3935-TBRZZ,25.7,1110.5,44,No,One year,No,Mailed check,No
8111-BKVDS,40.7,449.3,10,No,Month-to-month,DSL,Bank transfer (automatic),No
2055-SIFSS,51.65,2838.55,55,No,Month-to-month,DSL,Bank transfer (automatic),No
2806-MLNTI,105.1,5376.4,52,No,One year,Fiber optic,Bank transfer (automatic),Yes
8734-DKSTZ,85.95,858.6,10,No,Month-to-month,Fiber optic,Electronic check,No
4360-PNRQB,75.6,1395.05,18,No,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
6152-ONASV,58.25,3975.7,68,No,One year,DSL,Bank transfer (automatic),No
9063-ZGTUY,19.4,1182.55,61,Yes,Month-to-month,No,Mailed check,Yes
7781-HVGMK,65.2,4784.45,72,No,Two year,DSL,Credit card (automatic),Yes
2181-UAESM,53.45,119.5,2,No,Month-to-month,DSL,Electronic check,No
2957-LOLHO,45.4,518.9,12,Yes,Month-to-month,DSL,Bank transfer (automatic),Yes
6048-NJXHX,19.75,899.45,41,No,Two year,No,Electronic check,Yes
2320-SLKMB,44.45,1183.8,26,No,Month-to-month,DSL,Credit card (automatic),Yes
4980-URKXC,20.85,720.05,36,No,One year,No,Bank transfer (automatic),No
4376-KFVRS,114.05,8468.2,72,No,Two year,Fiber optic,Credit card (automatic),Yes
5886-VLQVU,89.85,3161.2,35,No,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
3577-AMVUX,55.05,55.05,1,No,Month-to-month,DSL,Mailed check,No
0771-WLCLA,112.95,1882.55,16,No,Month-to-month,Fiber optic,Electronic check,Yes
5628-RKIFK,101.55,5070.4,49,No,Month-to-month,Fiber optic,Credit card (automatic),No
0206-TBWLC,114.65,6049.5,54,No,One year,Fiber optic,Mailed check,Yes
2937-FTHUR,64.8,1166.7,18,No,Month-to-month,DSL,Electronic check,No
1910-FMXJM,80.4,2937.65,36,No,Month-to-month,Fiber optic,Electronic check,No
7752-XUSCI,105.9,6396.45,60,Yes,Month-to-month,Fiber optic,Electronic check,Yes
4110-PFEUZ,69.55,69.55,1,Yes,Month-to-month,Fiber optic,Mailed check,No
0732-OCQOC,25.05,1270.25,52,No,Two year,No,Bank transfer (automatic),Yes
5168-MSWXT,94.75,759.55,8,No,Month-to-month,Fiber optic,Electronic check,Yes
1090-ESELR,105.5,7611.55,72,No,Two year,Fiber optic,Bank transfer (automatic),No
8592-PLTMQ,24.7,1642.75,64,No,One year,No,Mailed check,No
5760-WRAHC,69.75,1545.4,22,No,Month-to-month,DSL,Mailed check,Yes
8847-GEOOQ,60.2,3582.4,60,No,Month-to-month,DSL,Bank transfer (automatic),Yes
0256-LTHVJ,81.05,2227.1,28,Yes,Month-to-month,Fiber optic,Electronic check,Yes
4785-FCIFB,24.4,1417.9,61,No,Two year,No,Mailed check,No
8313-NDOIA,104.15,2494.65,24,No,Month-to-month,Fiber optic,Electronic check,Yes
5149-CUZUJ,92.9,2768.35,28,No,One year,Fiber optic,Bank transfer (automatic),No
0942-KOWSM,80.8,2369.3,30,No,Two year,DSL,Bank transfer (automatic),No
4237-CLSMM,20.0,38.0,2,No,Month-to-month,No,Mailed check,No
1452-VOQCH,75.1,75.1,1,No,Month-to-month,Fiber optic,Electronic check,Yes
4719-UMSIY,19.65,100.9,6,No,Month-to-month,No,Mailed check,No
6614-VBEGU,69.45,1614.05,24,No,Month-to-month,DSL,Bank transfer (automatic),Yes
0880-TKATG,101.15,385.9,4,Yes,Month-to-month,Fiber optic,Electronic check,No
3811-VBYBZ,99.8,673.25,7,Yes,Month-to-month,Fiber optic,Electronic check,Yes
1480-BKXGA,116.05,8404.9,72,No,Two year,Fiber optic,Bank transfer (automatic),Yes
2996-XAUVF,40.05,2799.75,70,No,Two year,DSL,Mailed check,Yes
9076-AXYIK,102.1,6538.45,64,No,Two year,Fiber optic,Electronic check,No
5968-XQIVE,89.7,6588.95,72,No,One year,Fiber optic,Electronic check,Yes
8896-RAZCR,19.9,868.1,44,No,Two year,No,Mailed check,No
4640-UHDOS,55.95,734.35,13,Yes,Month-to-month,DSL,Electronic check,No
4933-IKULF,20.65,330.6,17,No,One year,No,Mailed check,No
3583-EKAPL,55.0,55.0,1,Yes,Month-to-month,DSL,Electronic check,Yes
1304-BCCFO,70.05,564.4,9,No,Month-to-month,DSL,Mailed check,Yes
4104-PVRPS,53.6,1315.35,24,No,Month-to-month,DSL,Mailed check,No
9399-APLBT,74.7,74.7,1,Yes,Month-to-month,Fiber optic,Electronic check,Yes
2359-KMGLI,80.25,1861.5,24,Yes,Month-to-month,Fiber optic,Electronic check,Yes
3780-DDGSE,76.05,2747.2,35,No,Month-to-month,DSL,Electronic check,Yes
4431-EDMIQ,75.7,554.05,7,No,Month-to-month,DSL,Electronic check,Yes
0306-JAELE,96.1,453.4,5,Yes,Month-to-month,Fiber optic,Electronic check,Yes
6227-HWPWX,69.0,994.8,15,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),No
0486-LGCCH,19.65,225.75,11,No,Two year,No,Mailed check,No
0447-BEMNG,45.3,2145.0,48,Yes,Month-to-month,DSL,Bank transfer (automatic),Yes
4612-SSVHJ,81.45,1671.6,20,No,Month-to-month,Fiber optic,Electronic check,Yes
5168-MQQCA,108.5,8003.8,72,No,One year,Fiber optic,Bank transfer (automatic),Yes
5949-XIKAE,83.55,680.05,8,Yes,Month-to-month,Fiber optic,Electronic check,Yes
7971-HLVXI,84.5,6130.85,72,No,Two year,Fiber optic,Credit card (automatic),Yes
9094-AZPHK,100.15,1415.0,15,No,Month-to-month,Fiber optic,Electronic check,Yes
3649-JPUGY,88.6,6201.95,72,No,Two year,DSL,Bank transfer (automatic),Yes
8372-JUXUI,74.35,74.35,1,Yes,Month-to-month,Fiber optic,Electronic check,Yes
3552-CTCYF,104.8,6597.25,63,No,Two year,Fiber optic,Bank transfer (automatic),Yes
6778-YSNIH,59.0,114.15,2,No,Month-to-month,DSL,Electronic check,Yes
0388-EOPEX,74.4,139.4,2,Yes,Month-to-month,Fiber optic,Electronic check,Yes
5756-OZRIO,64.05,3902.6,61,No,One year,DSL,Bank transfer (automatic),No
6579-JPICP,20.4,20.4,1,No,Month-to-month,No,Mailed check,No
8205-OTCHB,43.75,903.6,22,Yes,One year,DSL,Bank transfer (automatic),Yes
4134-BSXLX,60.9,1785.65,28,No,Month-to-month,DSL,Mailed check,No
0505-SPOOW,19.8,1397.65,70,No,Two year,No,Bank transfer (automatic),No
6235-VDHOM,28.45,131.05,5,Yes,Month-to-month,DSL,Electronic check,No
7783-YKGDV,99.7,1238.45,12,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
4374-YMUSQ,116.25,3899.05,34,No,One year,Fiber optic,Credit card (automatic),No
4513-CXYIX,80.7,5676.0,71,No,Two year,Fiber optic,Credit card (automatic),Yes
3957-HHLMR,65.2,4543.15,70,No,One year,DSL,Bank transfer (automatic),No
7803-XOCCZ,84.05,4326.8,52,No,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
5736-YEJAX,79.45,5502.55,69,No,Two year,DSL,Credit card (automatic),Yes
5609-CEBID,94.1,1782.4,20,Yes,Month-to-month,Fiber optic,Electronic check,Yes
8981-FJGLA,78.0,851.8,11,No,Month-to-month,Fiber optic,Mailed check,Yes
7218-HKQFK,94.2,167.5,2,Yes,Month-to-month,Fiber optic,Electronic check,Yes
4636-QRJKY,80.5,502.85,6,Yes,Month-to-month,Fiber optic,Electronic check,Yes
1135-LMECX,19.85,19.85,1,No,Month-to-month,No,Mailed check,No
4332-MUOEZ,94.3,1818.3,20,No,One year,Fiber optic,Credit card (automatic),No
8535-SFUTN,106.45,6300.15,61,No,Month-to-month,Fiber optic,Electronic check,Yes
5956-VKDTT,74.35,334.8,5,Yes,Month-to-month,Fiber optic,Electronic check,Yes
8677-HDZEE,105.45,5916.95,56,No,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
2475-MROZF,95.0,2852.4,30,No,Month-to-month,Fiber optic,Credit card (automatic),Yes
9412-GHEEC,104.8,4131.95,40,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),No
3482-ABPKK,54.3,1546.3,28,No,One year,DSL,Mailed check,No
6705-LXORM,70.05,302.6,5,No,Month-to-month,Fiber optic,Electronic check,No
0257-ZESQC,75.2,1929.35,27,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
7531-GQHME,20.05,265.45,12,No,Month-to-month,No,Credit card (automatic),No
5174-ITUMV,105.4,6989.45,67,No,One year,Fiber optic,Electronic check,Yes
4109-CYRBD,51.6,1442.0,29,No,Month-to-month,DSL,Electronic check,Yes
0913-XWSCN,85.5,4713.4,55,No,Month-to-month,Fiber optic,Bank transfer (automatic),No
6825-UYPFK,75.6,1758.6,23,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),No
8397-MVTAZ,100.05,3480.0,34,Yes,Month-to-month,Fiber optic,Electronic check,Yes
0750-EBAIU,91.25,4738.3,52,No,One year,Fiber optic,Electronic check,No
8606-CIQUL,115.75,8399.15,72,No,Two year,Fiber optic,Credit card (automatic),Yes
3571-DPYUH,94.7,5430.35,58,No,One year,Fiber optic,Credit card (automatic),Yes
7601-GNDYK,19.6,686.95,35,No,Two year,No,Mailed check,No
0356-OBMAC,99.9,5706.3,56,No,Two year,Fiber optic,Bank transfer (automatic),Yes
8067-NIOYM,21.1,490.65,24,No,Two year,No,Credit card (automatic),Yes
1403-GYAFU,20.05,1360.25,70,No,Two year,No,Credit card (automatic),No
4234-XTNEA,79.95,174.45,2,No,Month-to-month,Fiber optic,Electronic check,Yes
1297-VQDRP,107.15,7379.8,68,No,One year,Fiber optic,Credit card (automatic),Yes
9282-IZGQK,85.0,85.0,1,Yes,Month-to-month,Fiber optic,Electronic check,Yes
5348-CAGXB,89.55,1021.75,12,No,Month-to-month,Fiber optic,Electronic check,Yes
0621-HJWXJ,81.55,5029.05,63,No,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
5844-QVTAT,58.45,1955.4,33,No,One year,DSL,Mailed check,Yes
8905-IAZPF,95.65,6744.2,69,No,One year,Fiber optic,Credit card (automatic),Yes
5394-MEITZ,80.6,4946.7,60,No,Two year,DSL,Bank transfer (automatic),Yes
6859-QNXIQ,113.1,8248.5,72,No,Two year,Fiber optic,Bank transfer (automatic),Yes
2782-LFZVW,58.95,601.6,11,No,Month-to-month,DSL,Mailed check,Yes
2866-IKBTM,19.55,19.55,1,No,Month-to-month,No,Mailed check,No
1342-JPNKI,86.05,834.1,10,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
2817-NTQDO,45.55,597.0,13,Yes,Month-to-month,DSL,Credit card (automatic),Yes
7129-AZJDE,78.95,2647.2,34,No,One year,Fiber optic,Bank transfer (automatic),Yes
6986-IJDHX,86.3,3266.0,39,Yes,Month-to-month,Fiber optic,Mailed check,Yes
2560-PPCHE,105.05,6744.25,65,No,One year,Fiber optic,Bank transfer (automatic),Yes
4676-MQUEA,101.9,5265.5,50,No,One year,Fiber optic,Bank transfer (automatic),Yes
8138-EALND,19.75,311.6,15,No,Month-to-month,No,Mailed check,No
3580-HYCSP,110.3,7966.9,72,No,Two year,Fiber optic,Bank transfer (automatic),Yes
1352-HNSAW,115.6,8220.4,72,No,Two year,Fiber optic,Bank transfer (automatic),Yes
2075-PUEPR,19.35,1153.25,55,No,Two year,No,Bank transfer (automatic),No
1982-FEBTD,25.6,514.75,23,No,Two year,No,Credit card (automatic),Yes
5301-GAUUY,80.35,2596.15,32,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
5791-KAJFD,68.75,3808.0,56,No,One year,DSL,Bank transfer (automatic),Yes
2654-VBVPB,19.9,19.9,1,No,Month-to-month,No,Bank transfer (automatic),No
1154-HYWWO,70.6,2708.2,38,No,One year,DSL,Mailed check,No
2501-XWWTZ,70.2,760.05,11,No,Month-to-month,Fiber optic,Electronic check,No
3716-UVSPD,49.3,49.3,1,No,Month-to-month,DSL,Electronic check,Yes
6815-ABQFQ,107.25,6033.3,56,No,One year,Fiber optic,Electronic check,Yes
7343-EOBEU,23.6,89.05,3,No,Month-to-month,No,Mailed check,Yes
3701-SFMUH,69.7,516.15,7,No,Month-to-month,DSL,Credit card (automatic),No
6103-LIANB,99.5,5861.75,59,No,Two year,Fiber optic,Credit card (automatic),Yes
7319-VENRZ,64.3,445.95,7,No,Month-to-month,DSL,Bank transfer (automatic),No
5846-NEQVZ,70.85,4973.4,71,No,Two year,DSL,Credit card (automatic),Yes
6967-QIQRV,101.9,1667.25,15,No,One year,Fiber optic,Electronic check,No
5781-RFZRP,73.5,5357.75,71,No,Two year,DSL,Credit card (automatic),No
0939-YAPAF,100.25,3527.6,35,Yes,Month-to-month,Fiber optic,Electronic check,Yes
0308-IVGOK,40.4,422.6,11,No,One year,DSL,Credit card (automatic),Yes
7293-LSCDV,19.25,1103.25,60,No,Two year,No,Credit card (automatic),Yes
7025-WCBNE,59.6,2754.0,47,No,Two year,DSL,Bank transfer (automatic),No
5756-JYOJT,64.9,697.25,11,No,One year,DSL,Credit card (automatic),No
4710-FDUIZ,100.3,5614.45,56,Yes,One year,Fiber optic,Credit card (automatic),No
6030-REHUX,110.85,3204.4,28,No,Month-to-month,Fiber optic,Electronic check,Yes
9548-LIGTA,81.05,4747.65,61,No,Two year,DSL,Mailed check,Yes
5150-LJNSR,98.05,3082.1,31,No,One year,Fiber optic,Bank transfer (automatic),No
8270-RKSAP,70.5,597.9,9,No,Month-to-month,Fiber optic,Electronic check,Yes
6522-YRBXD,94.55,3365.4,35,No,Month-to-month,Fiber optic,Electronic check,Yes
2640-LYMOV,19.65,38.8,2,No,Month-to-month,No,Mailed check,Yes
1218-VKFPE,19.0,233.55,12,Yes,Month-to-month,No,Mailed check,No
3627-FHKBK,75.3,75.3,1,Yes,Month-to-month,Fiber optic,Mailed check,No
2865-TCHJW,89.2,346.2,4,Yes,Month-to-month,Fiber optic,Electronic check,Yes
1423-BMPBQ,19.0,19.0,1,No,Month-to-month,No,Mailed check,Yes
2393-DIVAI,20.0,61.7,3,No,Month-to-month,No,Mailed check,Yes
5192-EBGOV,85.7,85.7,1,Yes,Month-to-month,Fiber optic,Electronic check,Yes
4568-KNYWR,63.25,3342.45,52,No,Two year,DSL,Credit card (automatic),Yes
8752-IMQOS,20.1,85.1,5,No,One year,No,Mailed check,No
0742-LAFQK,99.15,7422.1,72,No,Two year,Fiber optic,Electronic check,Yes
0795-LAFGP,90.4,6668.05,71,No,Two year,DSL,Electronic check,No
0619-OLYUR,111.9,8071.05,72,No,Two year,Fiber optic,Credit card (automatic),Yes
5512-IDZEI,24.9,1174.8,46,No,One year,No,Electronic check,No
0459-SPZHJ,83.5,5435.0,63,No,Two year,DSL,Credit card (automatic),No
0215-BQKGS,84.3,2438.6,30,No,Month-to-month,Fiber optic,Credit card (automatic),Yes
9244-ZVAPM,45.6,45.6,1,No,Month-to-month,DSL,Mailed check,No
0719-SYFRB,61.65,713.75,12,Yes,Month-to-month,DSL,Mailed check,Yes
8208-EUMTE,54.85,916.15,16,No,Two year,DSL,Mailed check,No
5172-MIGPM,65.55,237.2,4,No,Month-to-month,DSL,Mailed check,No
1710-RCXUS,90.35,4614.55,51,No,One year,Fiber optic,Credit card (automatic),Yes
0374-FIUCA,20.4,1414.45,65,No,Two year,No,Credit card (automatic),Yes
5839-SUYVZ,74.55,1170.5,16,No,Month-to-month,Fiber optic,Credit card (automatic),Yes
5173-ZXXXL,19.95,47.7,2,No,One year,No,Mailed check,No
1096-ADRUX,74.25,4859.25,66,No,One year,Fiber optic,Bank transfer (automatic),Yes
2001-MCUUW,108.65,4903.2,46,No,Two year,Fiber optic,Electronic check,No
2731-GJRDG,109.55,3608.0,32,No,One year,Fiber optic,Bank transfer (automatic),Yes
4723-BEGSG,86.65,6094.25,72,No,Two year,DSL,Credit card (automatic),No
6516-NKQBO,81.0,3084.9,38,No,Two year,DSL,Credit card (automatic),No
8672-OAUPW,47.85,2356.75,51,No,One year,DSL,Credit card (automatic),No
8207-DMRVL,114.55,8306.05,72,No,Two year,Fiber optic,Bank transfer (automatic),No
3419-SNJJD,105.25,6786.4,65,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),No
6543-CPZMK,29.95,248.95,9,Yes,Month-to-month,DSL,Electronic check,Yes
4765-OXPPD,65.0,663.05,9,Yes,Month-to-month,DSL,Mailed check,No
2804-ETQDK,20.55,1357.1,66,No,Two year,No,Mailed check,No
6689-VRRTK,109.8,4860.35,44,No,One year,Fiber optic,Credit card (automatic),Yes
7138-GIRSH,69.5,3418.2,50,No,Two year,DSL,Bank transfer (automatic),No
9396-ZSFLL,48.85,631.4,15,No,Month-to-month,DSL,Mailed check,No
6464-KEXXH,25.25,186.3,8,No,Month-to-month,DSL,Credit card (automatic),Yes
7134-MJPDY,102.85,6976.75,66,No,One year,Fiber optic,Credit card (automatic),Yes
