customerID,InternetService,Churn,tenure,MonthlyCharges,TotalCharges
8677-HDZEE,Fiber optic,No,56,105.45,5916.95
2475-MROZF,Fiber optic,No,30,95.0,2852.4
9412-GHEEC,Fiber optic,Yes,40,104.8,4131.95
3482-ABPKK,DSL,No,28,54.3,1546.3
6705-LXORM,Fiber optic,No,5,70.05,302.6
0257-ZESQC,Fiber optic,Yes,27,75.2,1929.35
7531-GQHME,No,No,12,20.05,265.45
5174-ITUMV,Fiber optic,No,67,105.4,6989.45
4109-CYRBD,DSL,No,29,51.6,1442.0
0913-XWSCN,Fiber optic,No,55,85.5,4713.4
6825-UYPFK,Fiber optic,Yes,23,75.6,1758.6
8397-MVTAZ,Fiber optic,Yes,34,100.05,3480.0
0750-EBAIU,Fiber optic,No,52,91.25,4738.3
8606-CIQUL,Fiber optic,No,72,115.75,8399.15
3571-DPYUH,Fiber optic,No,58,94.7,5430.35
7601-GNDYK,No,No,35,19.6,686.95
0356-OBMAC,Fiber optic,No,56,99.9,5706.3
8067-NIOYM,No,No,24,21.1,490.65
1403-GYAFU,No,No,70,20.05,1360.25
4234-XTNEA,Fiber optic,No,2,79.95,174.45
1297-VQDRP,Fiber optic,No,68,107.15,7379.8
9282-IZGQK,Fiber optic,Yes,1,85.0,85.0
5348-CAGXB,Fiber optic,No,12,89.55,1021.75
0621-HJWXJ,Fiber optic,No,63,81.55,5029.05
5844-QVTAT,DSL,No,33,58.45,1955.4
8905-IAZPF,Fiber optic,No,69,95.65,6744.2
5394-MEITZ,DSL,No,60,80.6,4946.7
6859-QNXIQ,Fiber optic,No,72,113.1,8248.5
2782-LFZVW,DSL,No,11,58.95,601.6
2866-IKBTM,No,No,1,19.55,19.55
1342-JPNKI,Fiber optic,Yes,10,86.05,834.1
2817-NTQDO,DSL,Yes,13,45.55,597.0
7129-AZJDE,Fiber optic,No,34,78.95,2647.2
6986-IJDHX,Fiber optic,Yes,39,86.3,3266.0
2560-PPCHE,Fiber optic,No,65,105.05,6744.25
4676-MQUEA,Fiber optic,No,50,101.9,5265.5
8138-EALND,No,No,15,19.75,311.6
3580-HYCSP,Fiber optic,No,72,110.3,7966.9
1352-HNSAW,Fiber optic,No,72,115.6,8220.4
2075-PUEPR,No,No,55,19.35,1153.25
1982-FEBTD,No,No,23,25.6,514.75
5301-GAUUY,Fiber optic,Yes,32,80.35,2596.15
5791-KAJFD,DSL,No,56,68.75,3808.0
2654-VBVPB,No,No,1,19.9,19.9
1154-HYWWO,DSL,No,38,70.6,2708.2
2501-XWWTZ,Fiber optic,No,11,70.2,760.05
3716-UVSPD,DSL,No,1,49.3,49.3
6815-ABQFQ,Fiber optic,No,56,107.25,6033.3
7343-EOBEU,No,No,3,23.6,89.05
3701-SFMUH,DSL,No,7,69.7,516.15
6103-LIANB,Fiber optic,No,59,99.5,5861.75
7319-VENRZ,DSL,No,7,64.3,445.95
5846-NEQVZ,DSL,No,71,70.85,4973.4
6967-QIQRV,Fiber optic,No,15,101.9,1667.25
5781-RFZRP,DSL,No,71,73.5,5357.75
0939-YAPAF,Fiber optic,Yes,35,100.25,3527.6
0308-IVGOK,DSL,No,11,40.4,422.6
7293-LSCDV,No,No,60,19.25,1103.25
7025-WCBNE,DSL,No,47,59.6,2754.0
5756-JYOJT,DSL,No,11,64.9,697.25
4710-FDUIZ,Fiber optic,Yes,56,100.3,5614.45
6030-REHUX,Fiber optic,No,28,110.85,3204.4
9548-LIGTA,DSL,No,61,81.05,4747.65
5150-LJNSR,Fiber optic,No,31,98.05,3082.1
8270-RKSAP,Fiber optic,No,9,70.5,597.9
6522-YRBXD,Fiber optic,No,35,94.55,3365.4
2640-LYMOV,No,No,2,19.65,38.8
1218-VKFPE,No,Yes,12,19.0,233.55
3627-FHKBK,Fiber optic,Yes,1,75.3,75.3
2865-TCHJW,Fiber optic,Yes,4,89.2,346.2
1423-BMPBQ,No,No,1,19.0,19.0
2393-DIVAI,No,No,3,20.0,61.7
5192-EBGOV,Fiber optic,Yes,1,85.7,85.7
4568-KNYWR,DSL,No,52,63.25,3342.45
8752-IMQOS,No,No,5,20.1,85.1
0742-LAFQK,Fiber optic,No,72,99.15,7422.1
0795-LAFGP,DSL,No,71,90.4,6668.05
0619-OLYUR,Fiber optic,No,72,111.9,8071.05
5512-IDZEI,No,No,46,24.9,1174.8
0459-SPZHJ,DSL,No,63,83.5,5435.0
0215-BQKGS,Fiber optic,No,30,84.3,2438.6
9244-ZVAPM,DSL,No,1,45.6,45.6
0719-SYFRB,DSL,Yes,12,61.65,713.75
8208-EUMTE,DSL,No,16,54.85,916.15
5172-MIGPM,DSL,No,4,65.55,237.2
1710-RCXUS,Fiber optic,No,51,90.35,4614.55
0374-FIUCA,No,No,65,20.4,1414.45
5839-SUYVZ,Fiber optic,No,16,74.55,1170.5
5173-ZXXXL,No,No,2,19.95,47.7
1096-ADRUX,Fiber optic,No,66,74.25,4859.25
2001-MCUUW,Fiber optic,No,46,108.65,4903.2
2731-GJRDG,Fiber optic,No,32,109.55,3608.0
4723-BEGSG,DSL,No,72,86.65,6094.25
6516-NKQBO,DSL,No,38,81.0,3084.9
8672-OAUPW,DSL,No,51,47.85,2356.75
8207-DMRVL,Fiber optic,No,72,114.55,8306.05
3419-SNJJD,Fiber optic,Yes,65,105.25,6786.4
6543-CPZMK,DSL,Yes,9,29.95,248.95
4765-OXPPD,DSL,Yes,9,65.0,663.05
2804-ETQDK,No,No,66,20.55,1357.1
6689-VRRTK,Fiber optic,No,44,109.8,4860.35
7138-GIRSH,DSL,No,50,69.5,3418.2
9396-ZSFLL,DSL,No,15,48.85,631.4
6464-KEXXH,DSL,No,8,25.25,186.3
7134-MJPDY,Fiber optic,No,66,102.85,6976.75
5240-CAOYT,Fiber optic,No,57,87.55,4884.85
4059-IIEBK,Fiber optic,No,7,78.55,522.95
4881-JVQOD,DSL,No,10,34.55,362.6
0516-UXRMT,Fiber optic,No,62,92.05,5755.8
4851-BQDNX,Fiber optic,No,40,85.05,3355.65
5148-HKFIR,No,No,20,19.7,406.95
1009-IRMNA,No,Yes,7,20.0,137.6
3003-CMDUU,Fiber optic,No,25,95.15,2395.7
5016-IBERQ,Fiber optic,No,23,84.25,1968.1
6797-UCJHZ,Fiber optic,No,66,104.6,6819.45
2469-DTSGX,Fiber optic,No,72,111.65,7943.45
4554-YGZIH,Fiber optic,Yes,49,90.05,4547.25
5099-BAILX,Fiber optic,Yes,43,110.75,4687.9
9931-KGHOA,DSL,No,46,55.0,2473.95
1775-KWJKQ,DSL,No,72,89.85,6562.9
7665-VIGUD,No,No,10,20.35,176.3
9411-TPQQV,DSL,No,40,54.55,2236.2
7207-RMRDB,Fiber optic,Yes,65,105.5,6985.65
7954-MLBUN,Fiber optic,No,31,99.45,3109.9
2077-DDHJK,DSL,No,68,70.9,4911.35
4913-EHYUI,Fiber optic,Yes,56,104.55,5794.65
0195-IESCP,Fiber optic,Yes,10,85.25,855.3
9574-BOSMD,No,No,68,25.4,1620.2
4580-TMHJU,DSL,Yes,43,56.15,2499.3
0970-ETWGE,Fiber optic,Yes,1,89.55,89.55
4908-XAXAY,Fiber optic,No,49,89.85,4287.2
8404-VLQFB,No,No,15,25.25,394.85
1626-ERCMM,Fiber optic,Yes,20,94.55,1899.65
0887-HJGAR,DSL,Yes,1,45.7,45.7
2391-IPLOP,DSL,No,50,69.65,3442.15
5644-PDMZC,Fiber optic,Yes,2,89.5,161.5
3509-GWQGF,Fiber optic,No,24,70.0,1732.6
9576-ANLXO,Fiber optic,Yes,3,69.55,222.3
2024-BASKD,Fiber optic,Yes,1,74.6,74.6
5845-BZZIB,No,No,35,20.1,655.3
1140-UKVZG,No,No,17,24.8,475.25
4160-AMJTL,No,Yes,8,19.65,164.3
5183-SNMJQ,Fiber optic,No,10,95.1,865.1
8100-PNJMH,DSL,No,68,88.85,6132.7
7838-LAZFO,DSL,No,45,78.8,3597.5
4464-JCOLN,No,Yes,2,19.85,35.9
2085-JVGAD,No,No,37,20.35,697.65
5650-VDUDS,DSL,Yes,4,24.25,96.05
8095-WANWK,DSL,No,10,45.25,428.7
3030-ZKIWL,No,No,1,20.05,20.05
9565-FLVCG,DSL,No,65,69.55,4459.15
8755-OGKNA,No,No,57,19.5,1167.6
2800-VEQXM,Fiber optic,No,3,74.75,238.1
7538-GWHML,Fiber optic,Yes,2,69.65,145.15
5533-RJFTJ,DSL,No,49,30.2,1453.1
3859-CVCET,DSL,Yes,4,45.65,191.05
0214-JHPFW,DSL,No,70,57.8,4039.3
5642-MHDQT,No,No,53,19.85,1039.45
3088-FVYWK,No,No,53,25.55,1336.1
3276-HDUEG,Fiber optic,Yes,1,75.05,75.05
9092-GDZKO,No,No,22,24.85,493.4
0823-HSCDJ,DSL,Yes,52,49.15,2550.9
3729-OWRVL,Fiber optic,No,65,110.35,7246.15
2324-AALNO,No,No,48,24.55,1203.95
0822-GAVAP,DSL,Yes,2,34.7,62.25
5760-IFJOZ,Fiber optic,No,3,107.95,313.6
2826-UWHIS,Fiber optic,No,45,81.4,3775.85
1448-PWKYE,Fiber optic,Yes,1,80.0,80.0
7501-IWUNG,DSL,No,61,73.8,4616.05
4957-TREIR,DSL,No,3,64.4,195.65
7251-LJBQN,Fiber optic,No,40,103.75,4188.4
8040-MNRTF,Fiber optic,No,1,71.1,71.1
1536-HBSWP,DSL,No,1,49.9,49.9
5313-FPXWG,No,No,51,24.6,1266.4
0067-DKWBL,DSL,Yes,2,49.25,91.1
0946-FKYTX,DSL,No,52,30.1,1623.4
5076-YVXCM,Fiber optic,No,51,83.4,4149.45
8262-COGGB,No,No,1,20.45,20.45
6663-JOCQO,DSL,No,31,75.25,2344.5
9620-QJREV,No,No,47,20.55,1013.05
2276-YDAVZ,Fiber optic,Yes,3,75.1,270.7
2682-KEVRP,No,No,22,20.05,417.0
2480-JZOSN,No,No,1,20.65,20.65
0078-XZMHT,DSL,No,72,85.15,6316.2
5896-NPFWW,DSL,Yes,3,50.15,168.15
9978-HYCIN,Fiber optic,No,47,84.95,4018.05
8338-QIUNR,DSL,No,72,66.5,4811.6
1525-LNLOJ,DSL,No,66,63.3,4189.7
9450-TRJUU,Fiber optic,No,35,83.15,2848.45
1766-GKNMI,Fiber optic,No,29,84.9,2516.2
6942-LBFDP,No,No,2,20.55,33.6
1456-TWCGB,DSL,No,4,49.25,208.45
7133-VBDCG,Fiber optic,Yes,25,79.85,2015.35
7596-ZYWBB,DSL,No,65,59.6,3739.8
8329-UTMVM,Fiber optic,No,27,104.65,2964.0
3014-WJKSM,Fiber optic,No,29,75.3,2263.4
3347-YJZZE,DSL,No,29,80.1,2211.8
1029-QFBEN,No,Yes,1,19.55,19.55
7929-DMBCV,Fiber optic,No,20,81.0,1683.7
9661-JALZV,No,No,58,24.7,1519.0
5433-KYGHE,Fiber optic,No,14,86.0,1164.05
4312-KFRXN,No,No,72,25.4,1710.9
5575-TPIZQ,Fiber optic,No,46,89.15,4245.55
0114-IGABW,DSL,No,71,58.25,4145.9
9944-AEXBM,Fiber optic,No,32,85.65,2664.3
1853-ARAAQ,DSL,No,26,50.35,1277.5
6952-OMNWB,Fiber optic,No,68,80.35,5589.3
4697-LUPSU,No,No,2,20.2,34.75
8434-VGEQQ,No,No,61,20.55,1305.95
4952-YSOGZ,Fiber optic,Yes,4,85.95,381.3
1589-AGTLK,DSL,Yes,3,45.35,141.5
5244-IRFIH,Fiber optic,Yes,33,94.5,3105.55
6549-YMFAW,No,No,9,21.25,204.55
4950-HKQTE,No,No,22,26.25,605.9
6786-OBWQR,Fiber optic,No,5,80.85,356.1
2684-EIWEO,Fiber optic,Yes,30,91.7,2758.15
2753-JMMCV,DSL,No,65,74.2,4805.65
6439-GTPCA,Fiber optic,Yes,45,87.25,3941.7
6621-YOBKI,No,No,5,20.35,92.75
1216-JWVUX,Fiber optic,No,25,75.5,1901.05
7564-GHCVB,Fiber optic,No,72,79.05,5730.7
1173-NOEYG,Fiber optic,No,27,90.15,2423.4
7595-EHCDL,DSL,No,32,50.6,1653.45
6647-ZEDXT,Fiber optic,No,30,110.45,3327.05
2521-NPUZR,Fiber optic,No,70,101.0,7085.5
1307-TVUFB,Fiber optic,No,42,79.35,3344.1
7503-MIOGA,DSL,No,72,89.85,6697.35
4381-MHQDC,DSL,No,47,65.0,2879.9
6923-JHPMP,Fiber optic,No,2,80.45,137.1
5138-WVKYJ,Fiber optic,Yes,10,98.55,1008.55
4018-PPNDW,No,No,61,24.1,1551.6
1635-FJFCC,DSL,No,5,44.05,202.15
2499-AJYUA,Fiber optic,No,72,110.8,7882.25
6919-ELBGL,Fiber optic,No,72,114.95,8196.4
3966-HRMZA,Fiber optic,No,3,75.05,202.9
6425-JWTDV,No,No,48,19.25,855.1
8405-IGQFX,Fiber optic,No,63,90.05,5817.0
8224-IVVPA,DSL,No,27,56.7,1652.95
9477-LGWQI,DSL,No,70,80.15,5600.15
1410-RSCMR,DSL,No,7,71.35,515.75
0139-IVFJG,Fiber optic,No,2,90.35,190.5
6683-VLCTZ,Fiber optic,Yes,20,98.55,1842.8
5730-DBDSI,No,No,66,19.7,1253.8
0030-FNXPP,No,No,3,19.85,57.2
2189-WWOEW,Fiber optic,Yes,15,85.9,1269.55
5684-FJVYR,Fiber optic,No,72,90.35,6563.4
4013-GUXND,No,No,1,20.8,20.8
1894-IGFSG,Fiber optic,Yes,22,89.25,1907.85
7379-POKDZ,Fiber optic,Yes,3,70.3,208.85
1266-NZYUI,DSL,No,72,66.85,4758.8
7969-FFOWG,No,No,65,19.9,1292.6
4718-DHSMV,DSL,No,11,35.8,363.15
5175-WLYXL,Fiber optic,No,22,78.85,1600.25
7817-OMJNA,No,No,14,20.4,275.7
8728-SKJLR,Fiber optic,No,41,74.25,3089.1
3137-NYQQI,DSL,No,17,64.8,1175.6
7706-DZNKK,No,No,11,20.45,237.3
0236-HFWSV,Fiber optic,Yes,15,93.35,1444.65
3900-AQPHZ,No,Yes,1,19.9,19.9
5842-POCOP,Fiber optic,Yes,5,88.9,454.15
2037-XJFUP,Fiber optic,Yes,33,95.8,3036.75
8823-RLPWL,Fiber optic,No,72,110.65,8065.65
9505-SQFSW,DSL,No,3,40.3,92.5
7314-OXENN,Fiber optic,Yes,2,82.0,184.65
3758-CKOQL,Fiber optic,No,59,107.0,6152.3
0322-CHQRU,DSL,Yes,2,45.35,89.5
5676-CFLYY,DSL,No,71,73.35,5154.5
7521-AFHAB,DSL,No,5,44.8,220.45
0285-INHLN,DSL,No,27,54.75,1510.3
4678-DVQEO,DSL,Yes,1,52.2,52.2
5125-CNDSP,DSL,No,63,40.6,2588.95
0691-IFBQW,Fiber optic,Yes,46,110.0,4874.8
4992-LTJNE,DSL,No,72,55.3,3983.6
2202-OUTMO,DSL,No,34,60.85,2003.6
0810-BDHAW,DSL,No,24,78.4,1832.4
0229-LFJAF,DSL,No,72,69.65,4908.25
7131-ZQZNK,DSL,No,60,59.85,3590.2
3442-ZHHCC,DSL,No,68,76.9,5023.0
5726-CVNYA,No,No,8,19.85,146.6
9871-ELEYA,DSL,No,34,67.65,2339.3
4257-GAESD,DSL,No,6,45.0,298.7
5173-WXOQV,DSL,No,2,64.2,143.65
2040-OBMLJ,Fiber optic,No,31,81.7,2548.65
6286-ZHAOK,No,No,20,25.55,507.4
3807-XHCJH,No,No,1,20.0,20.0
3009-JWMPU,Fiber optic,Yes,62,96.75,6125.4
5671-RQRLP,Fiber optic,No,70,75.65,5411.4
1450-GALXR,Fiber optic,Yes,10,98.5,1058.25
8859-AXJZP,No,No,39,23.8,903.8
3174-AKMAS,DSL,No,46,64.2,3009.5
3138-BKYAV,Fiber optic,Yes,6,85.35,489.45
9926-PJHDQ,DSL,No,72,76.8,5468.45
7382-DFJTU,DSL,No,18,55.2,1058.1
2798-NYLMZ,Fiber optic,No,71,108.55,7616.0
4289-DTDKW,Fiber optic,Yes,40,101.3,4113.1
1820-TQVEV,Fiber optic,Yes,1,69.55,69.55
2239-JALAW,Fiber optic,Yes,58,103.25,6017.65
4853-RULSV,Fiber optic,Yes,70,104.0,7250.15
8098-TDCBU,No,No,42,25.25,1108.2
3551-GAEGL,DSL,No,34,30.4,938.65
4785-NKHCX,No,No,5,20.05,94.15
3196-NVXLZ,Fiber optic,No,25,84.6,2088.05
6275-YDUVO,Fiber optic,Yes,2,86.2,178.7
0036-IHMOT,Fiber optic,No,55,103.7,5656.75
0115-TFERT,Fiber optic,Yes,21,111.2,2317.1
4178-EGMON,Fiber optic,No,70,88.0,5986.45
4220-TINQT,Fiber optic,No,61,106.35,6751.35
5318-YKDPV,DSL,No,43,79.15,3566.6
7975-TZMLR,Fiber optic,No,47,103.1,4889.3
0295-QVKPB,DSL,No,5,63.95,318.1
4335-BSMJS,No,No,62,25.8,1563.95
2311-QYMUQ,Fiber optic,Yes,16,89.45,1430.25
3643-AHCFP,Fiber optic,Yes,7,95.6,644.35
9146-JRIOX,No,No,14,25.55,372.45
3104-OWCGK,Fiber optic,Yes,60,90.95,5453.4
5337-IIWKZ,DSL,No,34,44.85,1442.6
9101-BWFSS,Fiber optic,Yes,50,108.55,5610.7
9650-VBUOG,No,No,38,25.05,963.95
3487-EARAT,DSL,No,70,74.1,5222.3
2672-TGEFF,Fiber optic,No,37,88.8,3340.55
9231-ZJYAM,Fiber optic,Yes,4,78.85,292.8
4250-WAROZ,Fiber optic,No,60,93.25,5774.55
8184-WMOFI,DSL,No,62,71.4,4487.3
6982-SSHFK,DSL,Yes,1,44.4,44.4
6092-QZVPP,DSL,No,36,79.2,2854.95
4625-LAMOB,No,No,44,20.4,905.55
0727-BMPLR,Fiber optic,Yes,55,100.0,5509.3
0392-BZIUW,Fiber optic,No,72,105.0,7589.8
1038-ZAGBI,No,Yes,12,19.8,229.6
6549-NNDYT,DSL,No,13,30.85,394.1
3027-ZTDHO,Fiber optic,Yes,1,89.9,89.9
0422-OHQHQ,No,No,15,20.55,295.95
6916-HIJSE,DSL,No,65,84.85,5459.2
2316-ESMLS,DSL,No,12,33.15,444.75
9778-OGKQZ,DSL,No,72,92.0,6782.15
7408-OFWXJ,DSL,No,72,89.8,6510.45
6007-TCTST,Fiber optic,No,72,115.8,8476.5
2252-NKNSI,DSL,No,52,85.15,4461.85
8713-IGZSO,No,No,2,24.85,62.0
7905-TVXTA,DSL,No,5,64.35,352.65
7695-PKLCZ,No,No,68,20.5,1424.9
2382-BCKQJ,Fiber optic,Yes,62,100.15,6413.65
8374-UULRV,DSL,No,72,86.05,6309.65
2207-NHRJK,DSL,Yes,1,50.8,50.8
3224-DFQNQ,Fiber optic,No,66,89.0,5898.6
5275-PMFUT,DSL,No,72,64.8,4719.75
4795-UXVCJ,No,No,26,19.8,457.3
9777-IQHWP,Fiber optic,No,64,93.4,5822.3
0947-MUGVO,Fiber optic,Yes,20,73.65,1463.5
9944-HKVVB,Fiber optic,Yes,3,95.1,307.4
4124-MMETB,Fiber optic,Yes,22,94.65,2104.55
3671-SHRSP,Fiber optic,Yes,4,80.6,319.15
0979-MOZQI,DSL,No,62,39.0,2337.45
2732-ISEZX,No,No,5,20.5,104.3
3313-QKNKB,Fiber optic,Yes,59,85.55,5084.65
0323-XWWTN,No,No,3,26.4,121.25
1937-OTUKY,Fiber optic,No,72,98.2,7015.9
1573-LGXBA,Fiber optic,No,57,97.55,5598.0
1764-VUUMT,No,No,66,19.95,1269.1
5073-WXOYN,DSL,Yes,60,50.8,3027.4
4713-ZBURT,Fiber optic,No,45,99.7,4634.35
3050-GBUSH,DSL,No,3,34.8,113.95
0207-MDKNV,Fiber optic,Yes,15,105.1,1582.75
7876-AEHIG,DSL,No,51,60.15,3077.0
7945-HLKEA,DSL,No,60,64.75,4039.5
9342-VNIMQ,DSL,No,33,54.65,1665.2
9851-KIELU,Fiber optic,Yes,10,110.1,1043.3
3523-BRGUW,No,No,26,19.3,504.2
3908-BLSYF,Fiber optic,Yes,6,83.9,497.55
3199-NPKCN,Fiber optic,No,67,111.25,7511.65
5170-PTRKA,DSL,No,49,35.8,1782.0
4661-NJEUX,No,No,1,20.05,20.05
2123-AGEEN,Fiber optic,No,7,84.35,609.65
1258-YMZNM,Fiber optic,No,27,110.5,2857.6
0048-LUMLS,Fiber optic,No,37,91.2,3247.55
7549-MYGPK,Fiber optic,Yes,63,100.55,6215.35
5898-IGSLP,Fiber optic,No,31,89.3,2823.0
3804-RVTGV,Fiber optic,Yes,50,103.85,5017.9
6259-WJQLC,Fiber optic,No,32,81.1,2619.25
9227-LUNBG,DSL,Yes,1,24.6,24.6
7997-EASSD,Fiber optic,No,63,81.2,4965.1
0730-KOAVE,Fiber optic,No,30,94.3,2679.7
8975-SKGRX,Fiber optic,No,71,116.1,8310.55
0678-RLHVP,Fiber optic,No,53,105.55,5682.25
4315-MURBD,Fiber optic,Yes,12,98.9,1120.95
2267-FPIMA,Fiber optic,No,50,94.4,4914.9
1051-GEJLJ,No,No,2,19.5,27.55
9734-YWGEX,Fiber optic,Yes,9,98.3,923.5
2719-BDAQO,Fiber optic,Yes,17,93.85,1625.65
5285-MVEHD,Fiber optic,No,56,105.6,6068.65
0379-DJQHR,DSL,No,67,81.35,5398.6
0781-LKXBR,Fiber optic,Yes,9,100.5,918.6
5543-QDCRY,DSL,No,4,56.4,234.85
0297-RBCSG,DSL,No,19,65.35,1231.85
4694-PHWFW,No,No,8,19.95,170.9
0835-JKADZ,Fiber optic,No,71,111.25,7984.15
1907-UBQFC,Fiber optic,Yes,10,72.85,688.65
7508-SMHXL,Fiber optic,No,15,89.0,1288.3
3865-YIOTT,Fiber optic,No,72,106.1,7848.5
5993-BQHEA,No,No,12,20.05,267.0
6024-RUGGH,No,No,72,25.2,1798.9
6513-EECDB,Fiber optic,Yes,1,73.55,73.55
3956-CJUST,Fiber optic,No,23,75.4,1643.55
4079-WWQQQ,DSL,No,72,65.55,4807.45
6103-BOCOU,Fiber optic,No,26,80.7,2193.0
5149-TGWDZ,Fiber optic,No,21,104.55,2239.4
7471-WNSUF,No,No,60,24.15,1505.9
8942-DBMHZ,No,No,12,20.45,255.35
4301-VVZKA,Fiber optic,No,16,75.4,1189.4
9199-PWQVC,DSL,No,63,79.7,4786.15
4824-GUCBY,Fiber optic,No,22,81.7,1820.9
5393-HJZSM,DSL,No,32,76.3,2404.15
7074-IEVOJ,Fiber optic,Yes,3,79.4,205.05
9625-QSTYE,Fiber optic,Yes,13,81.15,952.3
0862-PRCBS,Fiber optic,No,68,103.75,7039.45
8812-ZRHFP,Fiber optic,No,30,86.45,2538.05
5146-CBVOE,Fiber optic,No,16,75.1,1212.85
0454-OKRCT,Fiber optic,No,33,80.6,2651.1
5787-KXGIY,No,No,72,19.3,1304.8
4750-ZRXIU,Fiber optic,Yes,4,84.6,360.1
4198-VFOEA,DSL,No,12,33.6,435.45
6630-UJZMY,Fiber optic,No,4,83.25,308.05
6400-BWQKW,Fiber optic,Yes,6,79.05,434.5
2692-AQCPF,Fiber optic,No,65,108.05,7118.9
0347-UBKUZ,No,No,15,19.9,320.45
0835-DUUIQ,No,No,24,21.05,531.55
0811-GSDTP,DSL,No,13,30.15,382.2
7567-ECMCM,Fiber optic,No,24,79.85,2001.0
6115-ZTBFQ,DSL,No,72,65.5,4919.7
6353-BRMMA,Fiber optic,No,54,104.1,5645.8
6680-WKXRZ,Fiber optic,Yes,3,74.4,215.8
6231-WFGFH,No,No,4,20.5,77.6
9904-EHEVJ,Fiber optic,No,32,91.35,2896.55
7028-DVOIQ,Fiber optic,Yes,35,99.05,3395.8
6169-PPETC,No,No,35,20.5,759.35
4208-UFFGW,DSL,Yes,2,44.95,85.15
8584-KMVXD,Fiber optic,No,8,75.6,535.55
8467-WYNSR,DSL,No,22,55.1,1253.15
0851-DFJKB,DSL,No,15,58.95,955.15
5382-SOYZL,Fiber optic,No,22,95.1,2162.6
9448-REEVD,DSL,Yes,1,44.7,44.7
3261-CQXOL,No,No,71,25.45,1813.35
8388-FYNPZ,DSL,No,4,56.75,245.15
4002-BQWPQ,DSL,No,25,81.75,2028.8
5651-YLPRD,Fiber optic,No,32,86.1,2723.75
2826-DXLQO,DSL,No,7,29.8,220.45
4378-BZYFP,No,No,17,20.5,365.8
9489-UTFKA,DSL,No,8,60.9,551.95
4849-PYRLQ,DSL,No,56,73.25,4054.2
9117-SHLZX,DSL,Yes,1,45.7,45.7
9889-TMAHG,Fiber optic,Yes,8,100.3,832.35
4541-RMRLG,No,Yes,7,19.25,112.3
7764-BDPEE,No,No,3,20.85,60.65
3429-IFLEM,DSL,No,71,77.35,5550.1
3158-MOERK,Fiber optic,Yes,2,96.0,174.8
7294-TMAOP,Fiber optic,Yes,1,90.55,90.55
5002-GCQFH,Fiber optic,No,49,93.85,4733.1
0556-FJEGU,DSL,No,58,70.1,4048.95
8919-FYFQZ,DSL,Yes,44,30.35,1359.7
0604-THJFP,DSL,No,59,75.95,4542.35
2834-JRTUA,Fiber optic,Yes,71,108.05,7532.15
5875-YPQFJ,Fiber optic,Yes,1,69.9,69.9
5879-SESNB,Fiber optic,No,11,75.25,888.65
6646-QVXLR,Fiber optic,Yes,62,103.75,6383.35
6461-PPAXN,DSL,No,35,54.95,1916.0
3318-ISQFQ,No,No,20,19.5,413.0
1106-HRLKZ,No,No,40,19.6,808.95
2483-XSSMZ,DSL,No,39,47.85,1886.4
8603-IJWDN,Fiber optic,Yes,1,86.6,86.6
8165-ZJRNM,No,No,72,23.75,1679.25
9369-XFEHK,Fiber optic,Yes,33,80.6,2656.5
2604-XVDAM,DSL,No,12,43.8,540.95
3717-OFRTN,No,No,1,19.75,19.75
9046-JBFWA,No,No,27,19.15,537.35
3280-NMUVX,No,No,34,19.6,678.8
1206-EHBDD,Fiber optic,No,56,80.3,4513.65
8361-LBRDI,No,No,58,24.35,1423.85
4883-KCPZJ,No,No,22,25.25,555.4
9108-EQPNQ,No,No,10,26.1,225.55
7277-KAMWT,No,No,13,20.0,268.45
3842-IYKUE,Fiber optic,Yes,35,85.3,2917.5
6641-XRPSU,Fiber optic,Yes,34,70.0,2416.1
1374-DMZUI,Fiber optic,Yes,4,94.3,424.45
2545-LXYVJ,No,No,72,20.7,1492.1
3234-VKACU,DSL,No,2,70.3,132.4
8357-EQXFO,Fiber optic,Yes,7,95.35,660.9
1989-PRJHP,Fiber optic,Yes,27,75.5,1893.95
8120-JDCAM,Fiber optic,No,4,69.55,284.9
8917-FAEMR,No,No,37,19.85,784.25
7047-YXDMZ,No,No,21,20.0,417.7
2858-EIMXH,Fiber optic,No,53,95.85,5016.25
9524-EGPJC,Fiber optic,Yes,18,90.1,1612.75
6993-OHLXR,Fiber optic,Yes,2,68.95,119.75
8818-XYFCQ,Fiber optic,Yes,32,99.55,3204.65
6419-ZTTLE,No,No,23,20.75,485.2
0929-HYQEW,DSL,No,3,50.15,160.85
6614-YOLAC,DSL,No,71,58.65,4145.25
7426-RHZGU,Fiber optic,No,9,95.9,827.45
4065-JJAVA,DSL,No,1,49.5,49.5
4695-VADHF,DSL,Yes,18,57.45,990.85
3863-IUBJR,DSL,Yes,12,53.65,696.35
7649-SIJJF,DSL,No,71,80.1,5585.4
9361-YNQWJ,No,No,64,24.4,1601.2
3748-FVMZZ,DSL,No,4,40.05,162.45
9391-TTOYH,No,No,23,19.5,470.2
1452-XRSJV,DSL,No,39,51.05,2066.0
3422-WJOYD,DSL,No,28,54.35,1426.45
8242-SOQUO,Fiber optic,No,5,84.7,392.5
7460-ITWWP,Fiber optic,No,45,86.1,3861.45
7147-AYBAA,Fiber optic,No,37,70.35,2552.9
7868-TMWMZ,Fiber optic,No,60,110.0,6668.35
4822-RVYBB,Fiber optic,Yes,8,100.6,819.4
6732-FZUGP,Fiber optic,No,47,94.9,4615.25
