Contract,tenure,MonthlyCharges,Churn
Two year,72,67.8,No
Month-to-month,1,24.05,Yes
Two year,72,19.8,No
Two year,55,25.7,No
One year,51,56.15,No
Two year,63,86.7,No
Month-to-month,1,20.4,No
Two year,23,19.65,No
Month-to-month,1,50.55,Yes
Month-to-month,2,54.35,No
Month-to-month,52,108.1,No
One year,36,54.45,No
Month-to-month,1,45.35,No
One year,28,59.0,No
One year,7,69.45,No
Month-to-month,14,100.55,Yes
Two year,72,64.95,No
Month-to-month,1,20.5,Yes
Month-to-month,10,18.85,No
One year,42,19.8,No
Month-to-month,7,25.05,No
Month-to-month,4,74.8,Yes
Two year,72,114.3,No
Month-to-month,20,24.45,Yes
Two year,63,109.2,No
Two year,56,45.05,No
Month-to-month,5,51.0,No
Two year,72,110.45,No
Month-to-month,68,84.65,No
One year,67,60.05,No
Month-to-month,8,44.65,No
Month-to-month,52,93.25,No
Month-to-month,18,20.25,No
Two year,59,25.45,No
Two year,60,20.6,No
Month-to-month,7,94.1,No
One year,59,34.8,No
Two year,46,60.75,No
Month-to-month,5,51.35,No
Two year,59,64.05,No
Two year,70,84.8,No
Month-to-month,14,71.0,Yes
Month-to-month,44,50.15,No
Two year,64,94.6,No
Two year,58,59.75,No
One year,46,100.25,No
Month-to-month,58,98.9,No
Two year,72,97.7,No
Month-to-month,30,40.3,Yes
Month-to-month,11,60.25,No
Month-to-month,34,56.25,No
Two year,54,46.2,No
Month-to-month,3,50.6,Yes
Two year,72,24.9,No
Month-to-month,40,84.85,Yes
Month-to-month,2,65.7,Yes
Two year,54,63.35,No
Month-to-month,14,50.1,No
Month-to-month,1,70.5,Yes
Month-to-month,10,94.85,Yes
Month-to-month,1,50.15,No
Month-to-month,1,19.75,Yes
One year,56,64.65,No
Two year,68,79.6,No
One year,14,19.5,No
Two year,68,99.55,No
Month-to-month,55,74.0,No
Month-to-month,16,38.9,No
Month-to-month,9,79.55,No
Month-to-month,14,65.45,Yes
Month-to-month,58,98.7,Yes
Month-to-month,53,46.3,No
Two year,70,99.35,No
Month-to-month,14,95.8,No
One year,22,67.5,Yes
Month-to-month,10,78.15,No
Two year,29,26.1,No
Month-to-month,1,69.6,Yes
One year,49,84.35,Yes
Month-to-month,68,100.2,Yes
Month-to-month,1,78.05,Yes
One year,30,40.35,No
Two year,72,79.2,No
Month-to-month,10,20.9,No
Month-to-month,7,73.6,Yes
Month-to-month,9,74.75,Yes
Month-to-month,1,49.9,No
Month-to-month,20,68.9,No
Month-to-month,1,20.25,No
Month-to-month,29,76.0,No
Month-to-month,1,74.0,No
Month-to-month,3,82.3,No
Month-to-month,20,89.4,No
Month-to-month,64,99.15,No
Month-to-month,1,20.2,Yes
Month-to-month,6,29.45,No
Two year,50,19.8,No
Month-to-month,6,59.15,No
Month-to-month,7,44.75,No
Two year,72,90.8,No
Month-to-month,8,49.55,No
Two year,67,106.7,No
Month-to-month,24,93.55,Yes
Two year,72,94.45,No
One year,33,19.45,No
Month-to-month,2,25.05,Yes
Two year,70,67.95,No
One year,22,65.25,No
Month-to-month,59,99.45,No
One year,36,20.35,No
Two year,51,19.95,No
One year,53,77.4,No
One year,20,19.7,No
Two year,63,99.7,No
Month-to-month,40,74.8,No
One year,35,19.15,No
One year,26,78.95,No
Month-to-month,27,95.55,Yes
One year,53,62.85,No
Month-to-month,34,71.55,No
Month-to-month,19,94.95,No
Month-to-month,43,86.1,No
Month-to-month,6,19.55,No
Two year,56,24.8,No
Month-to-month,57,39.3,Yes
Month-to-month,34,84.05,No
Month-to-month,10,36.25,No
Month-to-month,1,20.25,Yes
Month-to-month,13,23.9,Yes
Month-to-month,56,98.6,No
Month-to-month,55,103.65,No
Two year,36,92.9,No
One year,47,19.9,No
Month-to-month,12,20.1,No
Month-to-month,1,85.45,Yes
Month-to-month,24,80.5,No
One year,63,99.9,Yes
Month-to-month,35,39.85,No
One year,67,60.5,No
Month-to-month,25,84.8,Yes
Month-to-month,21,103.85,No
Month-to-month,13,67.8,No
Month-to-month,35,75.2,Yes
Two year,71,24.85,No
Month-to-month,29,19.35,No
Two year,71,49.35,Yes
Month-to-month,7,89.0,No
Month-to-month,57,55.0,No
Two year,65,76.15,No
One year,27,20.3,No
Month-to-month,6,74.9,Yes
Two year,72,117.35,No
Month-to-month,1,19.75,No
Month-to-month,11,45.2,No
Two year,39,25.2,No
Month-to-month,59,89.75,No
One year,26,75.0,No
Month-to-month,2,49.95,No
Two year,72,65.7,No
One year,65,67.05,No
Two year,72,110.9,No
Month-to-month,6,87.95,No
One year,32,19.8,No
One year,50,75.7,No
Two year,61,62.15,No
Month-to-month,15,101.25,Yes
Two year,72,115.15,No
Month-to-month,9,18.95,Yes
Month-to-month,1,19.5,No
Month-to-month,12,86.55,No
Month-to-month,37,28.6,Yes
One year,61,20.4,No
One year,18,19.8,No
Month-to-month,21,45.65,No
Two year,68,56.4,No
Month-to-month,12,73.3,No
Month-to-month,2,24.35,Yes
Month-to-month,62,101.35,No
Month-to-month,29,98.65,Yes
Month-to-month,1,33.6,No
Month-to-month,5,79.9,Yes
Month-to-month,1,20.7,No
Two year,62,104.05,No
Two year,36,20.25,No
Month-to-month,28,103.3,Yes
One year,69,73.7,No
Month-to-month,11,96.2,Yes
Month-to-month,63,108.75,No
One year,23,20.15,No
Month-to-month,10,19.75,No
Two year,71,25.95,No
Month-to-month,45,70.05,No
Two year,70,24.05,No
Month-to-month,22,84.75,No
Two year,52,23.05,No
One year,55,104.15,Yes
Two year,65,59.95,No
Two year,72,19.55,No
One year,10,19.6,No
One year,7,20.05,No
Month-to-month,5,85.55,No
Two year,24,78.6,No
Two year,72,116.8,No
Month-to-month,21,43.55,No
One year,69,60.8,No
Month-to-month,44,54.9,No
One year,61,65.2,No
Month-to-month,24,102.95,Yes
Month-to-month,1,90.6,Yes
Month-to-month,6,50.8,Yes
Month-to-month,4,90.05,Yes
Two year,72,108.2,No
Two year,72,92.0,No
Month-to-month,14,75.1,No
Month-to-month,7,25.05,No
One year,48,75.15,No
One year,55,19.5,No
Month-to-month,1,19.3,No
One year,45,112.2,No
Month-to-month,3,70.3,No
Two year,71,19.6,No
Month-to-month,8,20.25,No
Month-to-month,3,75.85,Yes
Two year,69,80.65,No
Month-to-month,1,68.5,Yes
Two year,72,115.75,No
Month-to-month,11,73.5,Yes
Two year,71,80.6,No
Month-to-month,1,69.95,Yes
Two year,33,59.55,No
One year,16,19.05,No
One year,56,95.65,No
Month-to-month,1,19.95,No
Month-to-month,5,70.05,Yes
One year,57,19.4,No
One year,56,36.1,No
Month-to-month,8,94.0,Yes
Month-to-month,22,61.15,Yes
Month-to-month,1,19.75,No
Month-to-month,40,64.1,No
Two year,46,19.75,No
Two year,63,19.7,No
Two year,68,110.2,No
Two year,69,106.35,No
Month-to-month,56,90.55,No
One year,10,65.9,No
One year,63,104.5,No
Two year,24,52.5,No
Month-to-month,19,56.1,No
Month-to-month,22,88.75,No
Month-to-month,29,84.45,Yes
One year,13,75.3,Yes
Two year,70,26.0,No
Month-to-month,49,99.4,No
One year,43,109.55,Yes
Month-to-month,3,19.6,Yes
One year,42,73.15,No
One year,57,54.65,No
Month-to-month,2,66.4,Yes
Two year,72,115.55,No
Month-to-month,46,104.45,No
Month-to-month,66,100.05,Yes
One year,62,102.0,Yes
Two year,72,91.15,No
One year,35,89.7,No
Month-to-month,17,90.2,Yes
Two year,72,92.4,No
One year,28,19.9,No
Two year,56,25.15,Yes
Month-to-month,31,79.85,Yes
One year,45,18.85,No
Month-to-month,1,25.75,No
Month-to-month,2,49.6,Yes
Month-to-month,6,20.95,No
One year,48,97.05,No
Month-to-month,25,25.4,No
Two year,64,19.7,No
Month-to-month,50,35.0,No
One year,52,101.25,No
Month-to-month,4,70.2,No
Month-to-month,32,90.95,No
Two year,45,73.85,No
Month-to-month,9,88.05,No
One year,66,105.95,Yes
Month-to-month,3,91.85,Yes
Two year,54,20.1,No
Month-to-month,1,40.1,Yes
Two year,64,110.3,No
Month-to-month,31,73.9,Yes
Month-to-month,14,89.8,Yes
One year,12,85.15,No
One year,67,60.95,No
Month-to-month,35,72.25,Yes
Two year,45,73.55,No
Month-to-month,10,46.0,No
Month-to-month,29,58.55,No
One year,24,24.6,No
Two year,66,19.75,No
One year,51,86.35,No
Two year,45,25.5,No
One year,49,19.0,No
Two year,29,19.55,No
Month-to-month,40,110.1,No
Month-to-month,37,96.55,Yes
Month-to-month,25,69.75,No
Month-to-month,22,50.6,No
Two year,72,65.6,No
Month-to-month,7,40.1,Yes
Two year,33,82.1,No
Month-to-month,23,79.1,No
Month-to-month,24,101.25,Yes
Month-to-month,1,79.55,Yes
Two year,69,90.65,No
One year,3,20.55,No
One year,56,75.75,No
One year,65,110.0,No
One year,71,20.85,No
Month-to-month,14,80.35,No
Month-to-month,2,70.15,No
One year,32,84.05,Yes
Month-to-month,40,67.45,No
Month-to-month,1,20.75,No
Month-to-month,1,89.1,Yes
Month-to-month,7,69.9,No
Month-to-month,15,51.1,No
Month-to-month,17,94.4,Yes
Month-to-month,19,78.25,Yes
Two year,71,25.55,No
Two year,54,60.0,No
Month-to-month,31,90.55,No
Month-to-month,11,76.4,No
Month-to-month,18,84.95,No
Two year,72,110.1,No
Month-to-month,71,99.65,No
Month-to-month,5,45.4,No
One year,38,69.0,No
Month-to-month,5,48.65,No
Month-to-month,2,44.15,Yes
Two year,52,59.85,No
Month-to-month,8,75.75,Yes
Two year,68,80.65,No
One year,69,20.55,No
Month-to-month,42,66.4,No
Two year,50,100.2,No
Month-to-month,1,19.1,Yes
Month-to-month,1,80.3,Yes
Month-to-month,33,44.55,No
Month-to-month,7,20.35,No
Month-to-month,64,91.8,No
Month-to-month,1,74.9,Yes
Two year,59,20.2,No
Month-to-month,6,50.35,No
Month-to-month,3,18.8,No
Month-to-month,15,20.45,No
One year,13,64.75,No
Month-to-month,23,98.7,No
Month-to-month,31,89.45,No
One year,29,58.75,No
One year,49,20.7,No
Month-to-month,56,85.6,No
Two year,63,80.3,No
Two year,63,79.8,No
Month-to-month,24,79.85,No
One year,36,54.1,No
Month-to-month,9,80.85,Yes
Month-to-month,3,24.75,Yes
One year,21,80.9,No
One year,13,24.5,No
Month-to-month,1,20.15,No
One year,25,20.05,No
Two year,71,19.6,No
One year,66,114.3,No
One year,45,100.3,No
Month-to-month,22,80.0,No
One year,67,20.85,No
Two year,68,89.95,No
Month-to-month,49,90.85,Yes
Month-to-month,4,48.75,No
One year,63,80.0,No
Month-to-month,2,79.7,Yes
One year,21,20.35,No
Two year,55,57.55,Yes
Month-to-month,1,20.25,No
Two year,17,19.4,No
Month-to-month,30,100.4,No
Month-to-month,22,57.95,No
Month-to-month,9,59.5,No
Month-to-month,1,19.2,No
Month-to-month,21,86.5,Yes
Month-to-month,19,59.55,No
Month-to-month,69,103.95,Yes
Month-to-month,1,25.1,Yes
Two year,72,103.95,No
Two year,70,68.95,No
Month-to-month,66,103.1,No
Month-to-month,7,24.7,No
Month-to-month,46,110.2,No
Month-to-month,39,48.95,Yes
Month-to-month,32,62.45,No
Month-to-month,24,89.55,No
Month-to-month,6,83.55,Yes
Month-to-month,37,78.9,No
Month-to-month,8,20.35,No
Two year,72,71.45,No
Two year,71,46.35,No
Month-to-month,16,94.65,No
Month-to-month,57,49.9,No
One year,66,25.45,No
Month-to-month,17,89.15,Yes
Month-to-month,21,20.75,No
Two year,66,66.1,No
Month-to-month,17,75.4,No
Month-to-month,1,70.45,Yes
One year,58,60.3,Yes
Month-to-month,8,21.05,No
One year,27,69.35,No
Month-to-month,34,88.85,No
One year,30,97.0,No
Month-to-month,33,66.4,No
Month-to-month,1,24.75,Yes
Month-to-month,14,69.2,No
One year,16,79.5,No
Two year,49,100.65,No
Month-to-month,19,103.3,Yes
Two year,70,79.7,No
Month-to-month,32,61.4,No
Month-to-month,18,69.8,No
Two year,37,40.55,No
Month-to-month,4,75.65,No
Month-to-month,16,90.7,No
Month-to-month,17,80.5,No
Month-to-month,19,60.6,No
Two year,60,101.15,No
Two year,51,24.95,No
Two year,28,20.3,No
Two year,43,60.0,No
Two year,42,20.25,No
Month-to-month,3,78.5,Yes
Month-to-month,1,44.75,No
Month-to-month,3,19.85,Yes
Two year,63,98.0,No
Month-to-month,3,79.9,Yes
Month-to-month,68,107.7,No
Month-to-month,30,99.7,Yes
Two year,60,104.7,No
Month-to-month,15,58.6,Yes
Month-to-month,45,93.9,No
Two year,70,86.45,No
Month-to-month,10,98.5,Yes
Month-to-month,4,19.4,No
Month-to-month,1,50.45,Yes
Two year,68,24.95,No
Month-to-month,22,75.0,No
Month-to-month,38,94.65,Yes
Month-to-month,1,100.25,Yes
Month-to-month,18,78.2,No
Month-to-month,29,94.2,No
Month-to-month,16,88.45,Yes
Month-to-month,1,69.85,Yes
Month-to-month,12,81.7,Yes
One year,31,50.05,No
Month-to-month,4,79.9,Yes
One year,48,69.55,No
Month-to-month,15,25.4,Yes
One year,50,90.1,No
Month-to-month,7,44.65,No
Month-to-month,41,83.75,Yes
Two year,68,80.35,No
Month-to-month,26,98.1,No
Two year,57,53.35,No
Month-to-month,3,19.55,No
Month-to-month,1,20.9,Yes
One year,19,48.95,No
Month-to-month,3,54.2,No
Two year,59,24.45,No
Month-to-month,1,69.4,Yes
Month-to-month,42,40.15,No
Month-to-month,7,74.9,Yes
Two year,67,25.6,No
Month-to-month,1,70.35,No
Two year,66,91.7,No
Month-to-month,61,89.2,No
One year,4,24.1,No
Month-to-month,42,74.15,Yes
One year,64,53.85,No
One year,54,115.6,No
Month-to-month,1,19.75,No
Two year,54,24.05,No
Two year,18,25.3,No
Month-to-month,3,84.3,No
Month-to-month,1,70.1,Yes
Two year,72,89.75,No
One year,60,97.95,No
One year,11,20.0,No
Month-to-month,12,78.3,Yes
One year,61,103.9,No
Two year,39,20.7,No
Month-to-month,55,96.8,Yes
Month-to-month,17,94.4,Yes
One year,37,20.15,No
Two year,72,26.0,No
Two year,72,77.35,No
Month-to-month,8,66.05,No
Month-to-month,22,19.9,No
Month-to-month,1,84.3,Yes
Month-to-month,38,68.15,No
One year,17,80.85,No
Two year,70,75.5,No
Two year,72,92.45,Yes
Month-to-month,28,80.6,No
Month-to-month,15,83.2,No
Two year,72,87.55,No
Month-to-month,11,99.55,Yes
Month-to-month,8,81.25,Yes
One year,57,109.4,No
Month-to-month,1,19.95,Yes
Month-to-month,46,45.55,No
One year,30,20.7,No
Month-to-month,10,75.3,No
Month-to-month,23,99.25,Yes
Month-to-month,32,93.4,No
Month-to-month,13,73.75,No
Two year,39,80.45,Yes
Month-to-month,44,88.15,No
Month-to-month,9,49.2,No
Two year,67,19.65,No
Month-to-month,9,79.35,Yes
Month-to-month,15,79.75,Yes
Two year,71,105.15,No
Month-to-month,1,49.0,No
Month-to-month,30,100.05,Yes
Month-to-month,1,69.35,Yes
Month-to-month,17,49.8,No
Month-to-month,3,85.8,Yes
Two year,67,79.7,Yes
Month-to-month,1,20.95,No
Month-to-month,1,50.55,Yes
Month-to-month,32,79.3,No
One year,41,19.5,No
Month-to-month,1,80.55,Yes
Month-to-month,1,44.15,No
Month-to-month,12,84.5,Yes
Month-to-month,62,105.5,No
Month-to-month,22,84.3,Yes
Month-to-month,17,92.7,No
Two year,72,26.25,No
Month-to-month,56,96.95,No
Month-to-month,9,20.45,No
Two year,72,115.8,No
Month-to-month,20,108.2,No
Two year,19,20.2,No
Month-to-month,2,67.75,Yes
One year,53,54.9,No
Month-to-month,27,85.25,Yes
Month-to-month,6,20.15,No
One year,9,90.35,No
Month-to-month,8,55.75,No
Two year,71,114.6,No
Month-to-month,10,80.05,Yes
Month-to-month,1,20.0,Yes
One year,71,66.8,No
One year,68,100.3,No
Month-to-month,34,105.35,No
One year,26,85.2,No
Month-to-month,22,48.8,Yes
Month-to-month,7,18.95,No
Month-to-month,20,69.8,No
Month-to-month,60,106.15,No
Two year,72,20.55,No
One year,72,105.75,No
Month-to-month,4,25.25,No
Month-to-month,16,19.75,No
One year,62,104.85,No
Month-to-month,10,60.95,No
Month-to-month,31,81.15,No
Two year,71,19.1,No
Two year,58,20.8,No
Two year,70,90.15,No
Two year,71,90.1,No
Two year,69,74.1,No
Month-to-month,1,85.05,Yes
Two year,72,118.75,No
Month-to-month,26,85.9,No
Month-to-month,33,95.0,No
Two year,10,20.15,No
Two year,57,101.3,No
Month-to-month,10,21.2,No
One year,39,24.2,No
Month-to-month,11,20.3,No
Month-to-month,21,102.8,Yes
Two year,68,85.3,No
One year,18,89.6,No
Month-to-month,6,99.95,Yes
Month-to-month,18,56.25,No
One year,52,50.95,No
Two year,56,115.85,No
Month-to-month,45,103.65,No
Two year,67,26.1,No
Month-to-month,3,35.1,No
Month-to-month,65,99.1,No
Two year,63,67.25,No
Two year,11,25.0,No
Month-to-month,1,59.55,No
Two year,55,77.8,No
One year,25,55.1,No
One year,72,117.8,Yes
Two year,72,24.15,No
Two year,65,45.25,No
Month-to-month,54,79.5,Yes
Month-to-month,7,20.25,No
Two year,72,64.75,No
Month-to-month,21,54.6,No
Month-to-month,2,20.7,No
Month-to-month,4,94.75,No
Month-to-month,3,79.65,Yes
Two year,72,115.8,No
Month-to-month,6,49.45,No
Month-to-month,52,83.8,No
Month-to-month,69,95.35,No
Month-to-month,8,94.7,Yes
Month-to-month,8,74.05,No
Month-to-month,63,89.6,No
One year,60,116.6,No
Month-to-month,12,54.2,No
Month-to-month,13,19.3,No
Month-to-month,22,65.05,No
Month-to-month,5,92.5,Yes
Month-to-month,1,19.45,Yes
Two year,72,24.05,No
Month-to-month,2,18.75,No
Two year,40,20.15,No
One year,44,20.0,No
One year,71,71.0,No
Month-to-month,2,75.55,Yes
Month-to-month,26,93.6,No
Month-to-month,1,70.0,Yes
Month-to-month,1,24.4,No
Two year,65,74.8,Yes
Month-to-month,3,65.25,No
Month-to-month,13,50.55,No
Month-to-month,33,104.4,Yes
Month-to-month,1,70.7,No
Month-to-month,4,45.25,No
Month-to-month,2,70.3,No
Two year,72,108.95,No
Month-to-month,37,26.45,No
Month-to-month,15,86.2,Yes
One year,23,19.65,No
Month-to-month,30,51.2,Yes
One year,42,19.05,No
One year,32,74.75,No
Month-to-month,22,75.8,No
Month-to-month,42,25.1,No
Month-to-month,8,44.45,No
Two year,65,104.3,No
Month-to-month,2,19.5,Yes
Two year,70,89.0,No
Month-to-month,22,20.15,No
Month-to-month,4,74.9,Yes
Month-to-month,2,74.9,Yes
Two year,67,36.15,No
Month-to-month,25,19.2,No
Month-to-month,20,19.25,No
Month-to-month,2,61.2,No
Two year,51,20.45,No
Month-to-month,46,35.05,No
Month-to-month,25,100.25,Yes
Month-to-month,13,44.0,No
Month-to-month,25,102.8,Yes
One year,26,50.35,No
One year,43,100.0,Yes
Month-to-month,19,20.0,No
Month-to-month,10,99.85,Yes
Month-to-month,2,94.2,Yes
Two year,72,86.4,No
Month-to-month,18,58.4,No
Month-to-month,9,83.85,Yes
Month-to-month,27,88.3,Yes
Month-to-month,24,94.1,No
One year,69,104.05,Yes
Two year,46,108.9,No
Two year,72,107.4,No
Month-to-month,22,94.7,Yes
Month-to-month,70,90.85,No
Month-to-month,2,19.9,No
Month-to-month,31,66.4,No
Month-to-month,56,100.65,Yes
Month-to-month,16,100.7,No
Two year,52,25.6,No
Month-to-month,13,19.85,No
One year,35,20.75,No
Two year,59,95.8,No
Month-to-month,72,94.65,No
Two year,66,80.55,Yes
Two year,49,106.65,No
Month-to-month,2,45.85,No
Month-to-month,21,104.35,No
One year,54,55.45,No
Month-to-month,24,78.85,Yes
Month-to-month,1,61.15,No
Month-to-month,6,78.95,No
Month-to-month,1,44.45,Yes
One year,49,109.2,No
Two year,56,61.3,No
Month-to-month,56,96.85,No
Two year,6,40.55,No
One year,32,19.8,No
One year,50,108.25,No
One year,58,105.05,No
Two year,65,90.45,No
Two year,64,86.4,No
Two year,66,66.9,No
One year,38,110.7,No
One year,20,20.0,No
Month-to-month,36,84.9,Yes
One year,64,102.1,No
Month-to-month,1,20.25,Yes
One year,60,70.15,No
Month-to-month,1,74.35,Yes
One year,50,80.05,No
Month-to-month,1,62.05,Yes
Two year,72,49.2,No
Two year,60,20.5,No
Two year,46,38.25,No
Two year,69,54.95,No
Month-to-month,31,96.6,No
One year,19,19.9,No
Two year,71,19.9,No
Month-to-month,12,84.6,No
One year,39,80.0,Yes
One year,44,85.25,No
Two year,56,81.25,No
Two year,72,115.5,No
Month-to-month,5,104.1,Yes
Month-to-month,11,79.0,No
Month-to-month,24,39.1,Yes
Month-to-month,15,94.65,No
Two year,72,20.8,No
Two year,56,59.5,No
Two year,64,20.05,No
Month-to-month,34,100.45,No
Month-to-month,2,76.5,Yes
One year,35,20.6,No
One year,22,20.3,No
Month-to-month,5,49.2,Yes
One year,9,39.55,No
Month-to-month,11,23.15,Yes
One year,23,20.45,No
Month-to-month,4,80.85,Yes
Two year,68,25.25,No
Month-to-month,33,91.25,No
Month-to-month,31,72.45,No
Month-to-month,1,60.1,Yes
Two year,56,19.7,No
Month-to-month,1,78.95,Yes
One year,66,75.1,No
Two year,72,25.0,No
Month-to-month,34,69.15,No
Month-to-month,58,91.55,No
Month-to-month,2,45.15,Yes
Two year,37,35.8,No
Two year,71,113.15,No
One year,1,19.85,No
Two year,71,19.8,No
One year,35,19.9,No
One year,6,19.7,No
Month-to-month,3,79.4,Yes
One year,69,59.1,No
One year,44,53.95,Yes
One year,53,91.15,No
Month-to-month,24,99.3,Yes
Month-to-month,5,68.95,No
Month-to-month,2,51.55,No
Two year,62,24.4,No
Month-to-month,19,96.8,No
Month-to-month,9,70.05,No
Two year,53,19.5,No
Month-to-month,5,78.75,No
One year,71,69.2,No
Month-to-month,1,19.55,No
Month-to-month,18,80.65,Yes
Two year,72,103.65,No
Month-to-month,4,54.7,No
Two year,59,54.15,No
Month-to-month,1,71.1,Yes
Month-to-month,31,84.85,No
Month-to-month,3,20.0,No
One year,65,106.25,Yes
One year,49,99.25,No
Month-to-month,2,19.35,No
One year,53,20.8,Yes
One year,55,94.75,No
Two year,72,114.05,No
Month-to-month,36,74.9,No
Month-to-month,10,19.8,No
Month-to-month,1,94.0,Yes
Two year,72,80.85,No
Month-to-month,28,54.65,No
Month-to-month,38,91.7,No
One year,61,118.6,No
Two year,52,24.55,No
One year,67,19.45,No
Two year,34,116.15,No
Two year,54,80.6,No
Month-to-month,1,20.3,No
Month-to-month,15,89.85,Yes
Month-to-month,4,46.0,Yes
Month-to-month,9,66.25,Yes
Month-to-month,46,99.8,No
Month-to-month,22,90.0,Yes
One year,38,70.45,Yes
One year,55,75.0,No
Month-to-month,1,19.9,No
One year,64,80.3,No
Two year,53,19.75,Yes
Two year,58,84.3,No
One year,56,54.05,No
Two year,72,104.9,No
Month-to-month,1,53.95,Yes
One year,72,97.25,No
Month-to-month,22,83.05,No
Month-to-month,8,105.5,Yes
Month-to-month,16,81.0,Yes
Month-to-month,39,41.1,No
Month-to-month,12,45.0,No
Two year,54,74.55,No
One year,18,40.2,No
One year,32,70.5,No
One year,41,19.75,No
Two year,67,24.65,No
Month-to-month,65,104.25,No
Month-to-month,25,78.35,No
Month-to-month,1,69.8,Yes
One year,67,109.7,No
Month-to-month,7,73.75,Yes
Month-to-month,43,33.45,No
Month-to-month,24,94.6,No
Month-to-month,9,54.55,Yes
Two year,69,20.2,No
One year,37,20.3,No
Two year,20,39.4,No
Month-to-month,7,69.15,No
Month-to-month,37,76.25,Yes
Month-to-month,5,93.9,Yes
One year,41,51.35,No
One year,54,100.05,No
Month-to-month,3,70.4,Yes
Two year,69,20.3,No
One year,53,94.45,No
One year,18,46.4,No
Two year,64,104.05,No
Month-to-month,31,91.15,Yes
Month-to-month,20,24.9,No
One year,57,59.6,No
Two year,63,108.5,No
Two year,13,40.55,No
One year,48,58.95,No
Month-to-month,2,70.95,Yes
Two year,57,20.75,No
One year,71,113.15,No
Month-to-month,7,48.8,No
Month-to-month,16,63.05,No
Month-to-month,34,100.85,No
Month-to-month,37,99.5,Yes
Month-to-month,16,80.55,No
One year,48,64.4,No
One year,58,75.2,No
Two year,72,84.9,No
Month-to-month,7,19.3,No
Month-to-month,38,83.9,Yes
Month-to-month,48,117.45,Yes
Month-to-month,10,104.4,Yes
One year,30,74.65,No
Month-to-month,31,59.05,No
One year,46,69.1,No
Two year,50,20.55,No
Month-to-month,28,76.55,No
Two year,66,62.5,No
Month-to-month,8,29.4,Yes
Month-to-month,41,94.9,No
Two year,72,111.65,No
One year,7,19.9,No
Month-to-month,38,20.45,No
One year,44,106.05,No
One year,47,113.45,No
Month-to-month,53,92.55,No
Month-to-month,4,65.6,No
Month-to-month,20,84.35,No
Month-to-month,2,44.65,Yes
One year,57,71.1,No
Month-to-month,44,85.15,No
Month-to-month,24,49.7,No
Month-to-month,15,30.2,No
Month-to-month,3,25.25,Yes
Month-to-month,4,84.05,Yes
Month-to-month,37,85.7,Yes
Month-to-month,1,74.7,Yes
Month-to-month,24,56.35,No
Month-to-month,5,90.8,Yes
Month-to-month,33,107.55,No
Two year,58,19.85,No
Two year,72,95.9,No
Two year,71,23.85,No
Month-to-month,28,106.15,Yes
Two year,51,83.85,No
One year,30,85.35,Yes
Two year,72,84.8,No
Month-to-month,36,90.85,Yes
Two year,14,76.1,No
Two year,72,74.55,No
Month-to-month,22,39.2,No
Month-to-month,2,79.55,No
Month-to-month,15,19.6,No
Two year,51,19.55,No
Two year,70,39.15,No
Two year,71,20.1,No
Month-to-month,39,99.95,No
Month-to-month,61,59.8,No
Month-to-month,52,49.75,No
Month-to-month,1,35.75,Yes
One year,64,108.5,No
Two year,62,60.15,No
Two year,30,19.05,No
Month-to-month,4,46.0,Yes
One year,63,84.0,No
Month-to-month,1,44.55,No
Month-to-month,15,103.45,No
One year,27,80.65,No
Month-to-month,4,57.2,No
Two year,72,110.75,No
One year,45,24.7,No
Month-to-month,45,97.05,No
One year,36,76.35,No
Month-to-month,17,89.4,Yes
Month-to-month,1,18.9,No
Month-to-month,16,74.45,No
Month-to-month,3,19.8,Yes
Month-to-month,4,50.9,Yes
Two year,71,84.4,No
Month-to-month,10,24.4,No
Two year,20,20.05,No
Month-to-month,4,81.0,Yes
Month-to-month,26,98.35,Yes
Month-to-month,4,55.5,No
Month-to-month,5,51.0,Yes
Month-to-month,4,91.65,Yes
Month-to-month,29,84.3,No
Month-to-month,2,100.2,No
Two year,29,19.4,No
Month-to-month,1,90.85,Yes
Month-to-month,1,69.4,Yes
Month-to-month,8,94.45,Yes
Month-to-month,13,20.4,No
Month-to-month,59,94.75,No
Month-to-month,1,20.15,Yes
Month-to-month,50,95.7,Yes
Month-to-month,18,44.35,No
Month-to-month,17,74.55,No
Two year,47,73.6,No
Month-to-month,26,74.95,Yes
Month-to-month,6,47.95,Yes
Month-to-month,19,50.1,No
Month-to-month,3,63.6,Yes
Two year,68,53.0,No
Month-to-month,2,19.85,No
One year,7,24.35,No
Month-to-month,18,19.55,No
Two year,71,25.05,No
Month-to-month,13,93.8,No
Month-to-month,3,36.85,Yes
Two year,72,103.75,No
Two year,66,56.75,No
One year,24,20.8,No
Month-to-month,1,44.1,Yes
Two year,56,24.45,No
One year,22,25.6,No
Month-to-month,14,50.75,Yes
One year,61,104.4,Yes
Month-to-month,40,39.3,Yes
Month-to-month,42,59.65,No
Two year,72,83.3,No
Month-to-month,12,79.55,No
Two year,71,24.45,No
One year,26,19.2,No
Month-to-month,7,29.8,No
Month-to-month,6,45.5,No
One year,58,106.45,Yes
Month-to-month,51,30.05,No
Two year,72,65.65,No
Month-to-month,18,96.05,Yes
Month-to-month,7,75.1,Yes
Two year,47,74.05,No
Month-to-month,2,44.7,Yes
One year,62,110.75,No
Two year,16,19.7,No
Month-to-month,6,49.5,No
Month-to-month,19,55.0,Yes
