gender,SeniorCitizen,Partner,Dependents,tenure,Churn
Female,0,Yes,Yes,69,No
Male,0,No,No,26,No
Male,0,Yes,Yes,69,No
Male,0,No,No,11,No
Male,0,No,No,1,No
Male,0,Yes,Yes,10,No
Female,0,Yes,Yes,55,No
Male,0,No,No,44,No
Male,1,Yes,No,46,Yes
Male,0,Yes,Yes,69,No
Male,1,No,No,11,No
Female,0,Yes,No,11,Yes
Male,0,No,No,29,No
Female,0,Yes,No,57,No
Male,0,No,No,28,No
Female,0,No,No,42,No
Female,0,No,No,2,Yes
Male,0,No,Yes,23,No
Female,0,Yes,Yes,18,No
Male,0,Yes,Yes,62,No
Female,0,No,No,1,Yes
Male,0,No,No,16,Yes
Female,0,No,No,3,Yes
Male,0,No,No,67,No
Male,0,No,No,62,No
Female,0,Yes,No,57,Yes
Male,0,No,No,2,No
Female,0,Yes,Yes,23,No
Female,0,No,Yes,25,No
Female,1,No,No,72,No
Female,0,Yes,No,2,No
Female,0,No,No,8,No
Female,0,No,No,5,Yes
Male,0,No,No,35,No
Male,0,No,No,24,No
Female,0,Yes,Yes,2,No
Male,0,Yes,Yes,72,No
Female,0,No,No,41,No
Male,0,No,Yes,4,Yes
Male,0,No,No,26,No
Male,0,No,No,7,Yes
Female,0,Yes,No,1,Yes
Female,0,Yes,Yes,4,No
Male,0,No,No,48,No
Male,1,No,No,2,Yes
Female,1,Yes,No,12,No
Male,0,Yes,No,60,No
Male,0,No,No,55,No
Male,0,No,No,1,No
Male,0,No,No,1,No
Male,0,No,No,4,Yes
Male,0,No,No,1,Yes
Female,0,No,No,42,No
Female,0,No,No,1,No
Male,0,No,No,7,Yes
Male,0,No,No,3,No
Female,0,Yes,No,72,No
Male,0,No,No,15,No
Male,0,Yes,No,4,Yes
Female,0,No,No,11,No
Female,0,No,No,5,No
Female,1,No,No,1,Yes
Male,0,Yes,No,72,No
Female,0,Yes,No,55,No
Female,0,Yes,Yes,40,No
Female,0,Yes,No,57,No
Male,0,No,No,1,Yes
Male,0,Yes,No,1,Yes
Female,0,No,No,1,Yes
Male,1,Yes,Yes,52,No
Male,1,No,No,41,Yes
Male,0,Yes,No,43,No
Female,0,Yes,Yes,47,No
Male,0,No,No,3,No
Male,1,Yes,Yes,66,Yes
Male,0,Yes,Yes,55,No
Male,0,No,No,29,No
Female,0,No,Yes,12,No
Female,0,Yes,No,66,No
Male,1,No,No,35,Yes
Male,1,Yes,No,10,Yes
Male,0,Yes,Yes,27,No
Female,0,No,No,58,No
Male,0,Yes,No,54,Yes
Male,0,No,No,9,No
Male,0,No,No,2,Yes
Male,0,No,No,6,No
Female,1,No,No,26,Yes
Female,0,No,No,9,No
Male,0,Yes,No,8,No
Male,0,No,No,12,No
Female,0,No,No,15,Yes
Male,0,Yes,No,43,No
Male,0,No,No,42,No
Female,0,No,No,31,Yes
Female,0,No,Yes,66,No
Female,1,No,No,18,Yes
Male,0,No,No,1,No
Male,0,Yes,No,61,Yes
Male,0,No,No,10,No
Male,1,No,No,1,Yes
Female,1,No,No,18,No
Male,0,Yes,No,24,Yes
Female,0,Yes,Yes,3,No
Male,0,No,No,50,No
Male,0,Yes,Yes,1,No
Male,0,No,No,2,No
Male,0,No,No,17,No
Male,0,Yes,Yes,69,No
Male,0,Yes,No,72,No
Female,0,No,No,3,Yes
Male,1,Yes,Yes,50,No
Female,0,No,No,53,No
Female,0,Yes,No,58,No
Male,0,No,No,46,No
Male,1,Yes,No,72,No
Female,1,No,No,1,Yes
Female,0,Yes,Yes,6,No
Male,0,Yes,No,72,No
Male,0,No,No,4,No
Female,0,Yes,Yes,52,No
Female,0,No,No,2,No
Female,0,Yes,No,65,No
Male,1,Yes,No,43,Yes
Male,0,Yes,No,4,Yes
Male,1,Yes,No,25,Yes
Female,0,Yes,No,51,No
Male,0,No,No,12,No
Female,0,Yes,Yes,57,Yes
Female,0,Yes,Yes,24,No
Female,0,Yes,No,64,No
Female,0,No,No,4,Yes
Female,0,No,No,26,No
Female,0,Yes,Yes,15,No
Male,1,Yes,No,64,No
Male,1,Yes,No,36,Yes
Female,0,Yes,No,27,No
Male,1,Yes,No,1,Yes
Female,0,No,No,35,Yes
Male,0,No,No,4,Yes
Female,0,Yes,Yes,8,No
Male,0,No,No,10,No
Female,0,No,No,2,No
Female,0,Yes,No,58,Yes
Male,0,Yes,No,51,No
Female,0,Yes,Yes,46,No
Male,0,No,No,1,No
Male,0,No,No,46,No
Female,0,Yes,No,50,No
Male,0,Yes,Yes,53,No
Male,0,Yes,No,61,No
Male,0,No,No,5,No
Male,0,No,No,47,No
Female,0,No,No,54,No
Male,0,No,Yes,19,No
Female,0,No,Yes,26,No
Male,0,Yes,Yes,70,No
Male,0,Yes,No,17,No
Female,0,No,No,30,Yes
Female,0,No,Yes,1,No
Female,0,Yes,Yes,19,No
Female,0,Yes,No,26,No
Female,0,Yes,Yes,21,Yes
Male,0,Yes,No,50,No
Female,0,Yes,No,68,No
Male,0,No,No,3,Yes
Male,0,Yes,Yes,9,No
Female,0,Yes,Yes,51,No
Female,0,No,No,9,No
Male,1,Yes,Yes,41,Yes
Male,0,No,No,22,No
Female,0,Yes,Yes,21,Yes
Male,0,Yes,Yes,71,No
Male,0,No,No,1,Yes
Male,0,Yes,Yes,26,No
Male,0,Yes,No,71,No
Male,0,No,No,4,No
Female,0,No,No,12,No
Female,0,Yes,No,18,No
Female,0,No,No,3,No
Female,1,Yes,No,72,No
Male,0,No,No,11,Yes
Female,0,No,No,1,Yes
Male,0,No,No,13,No
Female,0,Yes,No,72,Yes
Male,0,Yes,No,42,No
Female,0,No,No,17,No
Female,1,No,No,7,No
Female,0,Yes,No,68,No
Male,0,Yes,Yes,56,No
Female,0,Yes,Yes,38,No
Female,0,Yes,Yes,72,No
Female,0,No,No,48,No
Female,1,Yes,No,52,No
Female,0,Yes,Yes,35,No
Male,0,Yes,No,67,No
Female,0,No,No,1,No
Male,0,No,No,53,No
Male,0,Yes,Yes,34,No
Female,0,No,No,3,Yes
Female,0,Yes,No,1,Yes
Male,0,No,No,19,No
Female,1,Yes,No,60,No
Male,0,No,No,11,No
Female,0,No,No,47,Yes
Male,0,No,No,18,Yes
Female,0,Yes,Yes,60,No
Male,0,Yes,No,72,No
Male,0,No,No,39,No
Female,0,Yes,No,59,No
Male,0,Yes,Yes,2,No
Male,1,No,No,1,Yes
Male,0,Yes,Yes,20,Yes
Female,0,No,No,6,Yes
Male,0,No,No,71,No
Female,0,Yes,No,24,No
Male,1,Yes,No,67,No
Male,0,No,No,1,Yes
Female,0,Yes,Yes,48,Yes
Female,0,Yes,No,37,No
Male,0,No,No,11,No
Male,0,Yes,No,3,Yes
Female,0,Yes,No,18,No
Male,0,Yes,Yes,50,No
Female,0,Yes,Yes,67,No
Female,0,Yes,No,25,No
Female,1,No,No,2,Yes
Male,0,No,No,9,No
Female,0,No,Yes,10,No
Female,0,Yes,No,70,No
Male,0,No,No,9,No
Female,0,No,No,4,No
Female,0,No,No,2,No
Female,0,No,Yes,1,Yes
Male,0,No,No,19,No
Male,0,Yes,Yes,7,No
Male,0,No,No,1,Yes
Male,1,No,No,1,No
Female,0,Yes,Yes,9,No
Female,0,No,No,3,Yes
Female,0,No,No,9,Yes
Female,0,No,No,5,No
Female,0,Yes,Yes,56,No
Female,0,No,Yes,18,No
Male,1,No,No,49,Yes
Male,0,Yes,No,70,No
Female,0,No,No,72,No
Female,1,No,No,6,Yes
Male,1,Yes,No,17,No
Male,0,Yes,No,29,No
Female,0,Yes,No,6,Yes
Male,0,Yes,No,63,No
Male,0,Yes,No,16,Yes
Male,0,No,No,59,No
Female,0,No,No,3,No
Female,0,No,No,8,No
Female,1,Yes,No,7,Yes
Female,0,No,No,68,No
Female,0,Yes,Yes,68,No
Female,1,Yes,No,52,No
Male,0,Yes,Yes,72,No
Female,0,Yes,No,32,No
Female,0,Yes,No,72,No
Male,0,Yes,Yes,1,No
Male,0,Yes,Yes,42,No
Female,0,No,No,25,Yes
Male,0,No,No,45,No
Female,0,Yes,Yes,43,No
Male,0,Yes,No,37,No
Female,1,No,No,20,Yes
Female,0,No,No,4,Yes
Male,0,Yes,No,63,No
Male,0,No,No,3,No
Male,0,Yes,Yes,66,No
Male,0,No,No,28,Yes
Female,1,No,No,8,No
Male,0,No,Yes,71,No
Male,0,No,No,1,Yes
Female,0,Yes,Yes,72,No
Male,1,Yes,No,16,No
Male,0,Yes,No,66,No
Female,0,No,No,11,Yes
Male,0,No,No,51,No
Female,0,No,Yes,8,No
Male,0,No,No,14,No
Female,0,No,No,4,Yes
Female,0,No,No,70,No
Female,0,No,Yes,70,No
Female,1,Yes,No,54,Yes
Male,0,No,Yes,28,Yes
Male,0,No,No,24,No
Female,0,Yes,No,69,No
Male,0,Yes,Yes,42,No
Female,1,No,No,2,Yes
Female,1,No,No,39,No
Male,0,Yes,Yes,45,No
Male,0,Yes,Yes,72,No
Female,0,No,No,38,No
Male,0,Yes,No,72,No
Male,0,No,No,1,Yes
Male,0,Yes,Yes,72,No
Male,0,Yes,No,55,No
Female,0,Yes,Yes,51,No
Male,0,No,No,63,No
Female,0,No,No,1,No
Female,0,Yes,Yes,23,No
Female,0,No,No,1,Yes
Female,0,No,No,2,No
Female,1,No,No,52,No
Female,0,No,No,36,No
Female,0,No,No,1,No
Female,0,No,No,28,No
Female,0,Yes,Yes,7,No
Male,0,No,No,14,Yes
Male,1,Yes,No,72,No
Female,0,Yes,Yes,1,Yes
Female,0,No,No,10,No
Male,0,No,No,42,No
Female,0,No,No,7,No
Male,0,No,No,4,Yes
Male,0,Yes,Yes,72,No
Female,0,Yes,No,20,Yes
Male,0,No,No,63,No
Female,0,No,No,56,No
Female,0,No,Yes,5,No
Female,0,Yes,No,72,No
Male,1,Yes,Yes,68,No
Male,0,Yes,Yes,67,No
Male,0,Yes,Yes,8,No
Male,0,Yes,Yes,52,No
Female,0,Yes,Yes,18,No
Female,0,Yes,Yes,59,No
Female,0,No,No,60,No
Male,0,No,No,7,No
Male,0,Yes,Yes,59,No
Male,0,No,No,46,No
Male,0,No,No,5,No
Male,1,Yes,No,59,No
Female,0,Yes,No,70,No
Female,0,No,No,14,Yes
Female,0,No,No,44,No
Female,0,Yes,No,64,No
Female,0,Yes,Yes,58,No
Female,1,Yes,No,46,No
Male,1,Yes,No,58,No
Female,0,Yes,No,72,No
Female,1,No,No,30,Yes
Male,1,No,No,11,No
Female,1,No,No,34,No
Male,0,No,No,54,No
Female,0,No,No,3,Yes
Female,0,Yes,Yes,72,No
Female,0,Yes,Yes,40,Yes
Female,0,Yes,Yes,2,Yes
Male,0,Yes,Yes,54,No
Female,0,No,No,14,No
Female,0,No,No,1,Yes
Female,0,No,No,10,Yes
Female,0,No,No,1,No
Male,0,No,No,1,Yes
Male,0,No,No,56,No
Female,0,Yes,No,68,No
Female,0,Yes,Yes,14,No
Male,0,Yes,Yes,68,No
Male,1,Yes,No,55,No
Female,0,No,No,16,No
Male,1,No,No,9,No
Male,0,Yes,Yes,14,Yes
Male,1,Yes,No,58,Yes
Male,0,No,No,53,No
Male,0,Yes,No,70,No
Female,1,Yes,Yes,14,No
Male,0,Yes,Yes,22,Yes
Female,0,Yes,No,10,No
Female,0,Yes,Yes,29,No
Female,0,No,No,1,Yes
Male,0,Yes,No,49,Yes
Female,1,Yes,No,68,Yes
Female,0,No,No,1,Yes
Female,0,No,No,30,No
Female,0,Yes,No,72,No
Female,0,No,No,10,No
Male,0,No,No,7,Yes
Female,0,No,No,9,Yes
Female,0,No,Yes,1,No
Female,0,No,No,20,No
Female,0,No,No,1,No
Female,0,No,No,29,No
Male,0,No,No,1,No
Male,0,No,No,3,No
Female,0,No,No,20,No
Male,0,No,Yes,64,No
Male,0,No,No,1,Yes
Female,0,No,No,6,No
Male,0,Yes,No,50,No
Male,0,No,No,6,No
Male,0,Yes,Yes,7,No
Male,0,Yes,Yes,72,No
Male,0,Yes,No,8,No
Female,0,Yes,Yes,67,No
Female,1,Yes,No,24,Yes
Female,0,Yes,No,72,No
Male,0,Yes,Yes,33,No
Male,0,No,No,2,Yes
Male,0,Yes,No,70,No
Female,0,No,No,22,No
Female,0,No,No,59,No
Male,0,No,No,36,No
Female,0,Yes,Yes,51,No
Male,0,Yes,No,53,No
Female,0,Yes,Yes,20,No
Male,0,Yes,No,63,No
Female,0,No,No,40,No
Male,0,No,No,35,No
Male,0,Yes,Yes,26,No
Male,1,Yes,No,27,Yes
Male,0,No,Yes,53,No
Male,1,Yes,No,34,No
Female,1,Yes,No,19,No
Male,0,Yes,No,43,No
Male,0,Yes,Yes,6,No
Male,0,No,Yes,56,No
Male,0,No,No,57,Yes
Male,0,Yes,Yes,34,No
Female,0,No,No,10,No
Female,0,No,No,1,Yes
Female,0,No,No,13,Yes
Male,0,No,No,56,No
Female,0,Yes,No,55,No
Female,0,Yes,Yes,36,No
Male,0,Yes,No,47,No
Female,0,Yes,Yes,12,No
Female,0,No,No,1,Yes
Male,1,No,No,24,No
Female,0,No,No,63,Yes
Female,1,No,No,35,No
Female,0,No,No,67,No
Male,0,No,No,25,Yes
Male,0,No,No,21,No
Female,0,No,No,13,No
Male,0,Yes,No,35,Yes
Male,1,Yes,No,71,No
Female,0,No,No,29,No
Male,0,Yes,No,71,Yes
Male,1,Yes,No,7,No
Female,1,No,No,57,No
Male,0,Yes,No,65,No
Male,0,No,No,27,No
Male,0,No,No,6,Yes
Female,1,No,No,72,No
Male,0,No,No,1,No
Male,0,No,No,11,No
Male,0,Yes,Yes,39,No
Female,1,No,No,59,No
Male,0,No,No,26,No
Male,1,No,No,2,No
Female,0,Yes,Yes,72,No
Male,0,Yes,No,65,No
Male,0,Yes,Yes,72,No
Male,0,No,No,6,No
Male,1,No,No,32,No
Female,0,Yes,No,50,No
Male,0,Yes,No,61,No
Female,0,No,No,15,Yes
Male,0,Yes,No,72,No
Male,0,No,No,9,Yes
Female,0,No,No,1,No
Female,0,No,No,12,No
Female,0,No,No,37,Yes
Male,0,Yes,Yes,61,No
Male,0,Yes,Yes,18,No
Male,0,No,Yes,21,No
Male,0,Yes,Yes,68,No
Male,1,No,No,12,No
Female,1,No,No,2,Yes
Female,0,Yes,No,62,No
Female,1,No,No,29,Yes
Male,0,No,Yes,1,No
Male,1,Yes,No,5,Yes
Female,0,No,No,1,No
Male,0,No,Yes,62,No
Female,0,Yes,Yes,36,No
Female,1,No,No,28,Yes
Female,0,Yes,Yes,69,No
Female,0,Yes,No,11,Yes
Female,0,Yes,No,63,No
Male,0,No,No,23,No
Male,0,No,No,10,No
Female,0,Yes,No,71,No
Female,1,No,No,45,No
Female,0,Yes,Yes,70,No
Female,0,No,Yes,22,No
Female,0,Yes,Yes,52,No
Male,0,Yes,No,55,Yes
Female,0,No,No,65,No
Female,0,Yes,Yes,72,No
Male,0,Yes,No,10,No
Female,0,No,Yes,7,No
Male,1,No,No,5,No
Female,0,Yes,Yes,24,No
Female,0,Yes,Yes,72,No
Male,0,No,No,21,No
Male,0,Yes,No,69,No
Male,0,Yes,Yes,44,No
Female,1,Yes,Yes,61,No
Male,1,No,No,24,Yes
Female,0,No,No,1,Yes
Female,0,No,No,6,Yes
Male,0,No,No,4,Yes
Male,0,Yes,No,72,No
Male,0,No,No,72,No
Male,1,Yes,No,14,No
Male,0,No,No,7,No
Female,0,No,No,48,No
Male,0,Yes,Yes,55,No
Male,0,No,No,1,No
Male,0,No,No,45,No
Male,0,No,No,3,No
Female,0,Yes,No,71,No
Male,0,Yes,No,8,No
Female,0,Yes,No,3,Yes
Male,0,Yes,Yes,69,No
Male,0,Yes,Yes,1,Yes
Female,1,Yes,No,72,No
Male,0,No,No,11,Yes
Male,0,No,No,71,No
Female,0,No,No,1,Yes
Female,0,Yes,No,33,No
Female,0,No,No,16,No
Female,1,Yes,No,56,No
Female,0,No,No,1,No
Male,0,No,No,5,Yes
Male,0,Yes,Yes,57,No
Male,0,Yes,Yes,56,No
Male,0,No,No,8,Yes
Female,0,Yes,Yes,22,Yes
Female,0,No,No,1,No
Female,0,No,Yes,40,No
Male,0,Yes,Yes,46,No
Male,0,Yes,Yes,63,No
Male,0,Yes,Yes,68,No
Male,0,Yes,Yes,69,No
Female,0,Yes,No,56,No
Female,0,Yes,Yes,10,No
Male,0,No,No,63,No
Female,0,Yes,Yes,24,No
Female,0,No,No,19,No
Male,0,Yes,Yes,22,No
Male,0,Yes,No,29,Yes
Male,0,Yes,No,13,Yes
Female,0,Yes,No,70,No
Female,0,Yes,No,49,No
Female,1,Yes,No,43,Yes
Female,0,No,No,3,Yes
Male,0,Yes,Yes,42,No
Male,0,No,No,57,No
Male,1,No,No,2,Yes
Female,0,Yes,No,72,No
Female,1,No,No,46,No
Male,1,Yes,No,66,Yes
Male,0,No,No,62,Yes
Female,0,Yes,No,72,No
Male,0,Yes,Yes,35,No
Male,0,Yes,No,17,Yes
Female,0,Yes,No,72,No
Female,0,Yes,Yes,28,No
Male,0,Yes,No,56,Yes
Female,0,No,No,31,Yes
Male,0,No,No,45,No
Female,0,No,No,1,No
Female,0,No,No,2,Yes
Female,0,No,No,6,No
Female,0,Yes,No,48,No
Male,0,Yes,Yes,25,No
Male,0,Yes,Yes,64,No
Male,0,No,No,50,No
Female,0,Yes,Yes,52,No
Male,1,Yes,No,4,No
Female,1,No,No,32,No
Male,0,Yes,Yes,45,No
Male,0,Yes,No,9,No
Female,1,Yes,No,66,Yes
Male,0,No,Yes,3,Yes
Female,0,No,No,54,No
Female,0,Yes,Yes,1,Yes
Female,0,Yes,Yes,64,No
Female,1,No,No,31,Yes
Female,0,No,No,14,Yes
Female,0,No,No,12,No
Male,1,Yes,No,67,No
Female,0,Yes,Yes,35,Yes
Female,0,No,No,45,No
Male,0,No,No,10,No
Female,1,No,No,29,No
Female,0,No,No,24,No
Male,0,Yes,Yes,66,No
Male,0,No,No,51,No
Female,0,Yes,No,45,No
Female,0,Yes,No,49,No
Female,0,Yes,No,29,No
Male,0,Yes,Yes,40,No
Female,1,No,No,37,Yes
Male,0,No,No,25,No
Female,0,No,No,22,No
Male,0,No,No,72,No
Female,0,No,No,7,Yes
Male,0,Yes,Yes,33,No
Female,0,No,No,23,No
Male,1,No,No,24,Yes
Female,0,No,No,1,Yes
Male,0,No,No,69,No
Female,0,No,Yes,3,No
Male,0,No,No,56,No
Male,0,No,No,65,No
Male,0,Yes,No,71,No
Female,1,No,No,14,No
Female,0,No,No,2,No
Female,0,No,No,32,Yes
Male,0,No,No,40,No
Male,0,No,No,1,No
Male,0,No,No,1,Yes
Female,0,No,No,7,No
Female,0,Yes,No,15,No
Female,0,Yes,Yes,17,Yes
Male,0,No,No,19,Yes
Male,0,No,No,71,No
Female,0,Yes,Yes,54,No
Male,0,Yes,No,31,No
Female,0,No,No,11,No
Female,1,No,No,18,No
Female,1,No,No,72,No
Female,1,No,No,71,No
Male,1,No,No,5,No
Male,0,Yes,No,38,No
Male,0,No,Yes,5,No
Male,1,No,No,2,Yes
Female,1,No,No,52,No
Female,1,No,No,8,Yes
Female,0,No,No,68,No
Male,0,Yes,Yes,69,No
Female,0,Yes,No,42,No
Female,0,No,No,50,No
Female,0,No,No,1,Yes
Male,1,Yes,No,1,Yes
Male,0,Yes,No,33,No
Female,0,No,No,7,No
Male,0,Yes,Yes,64,No
Female,0,No,No,1,Yes
Male,0,No,No,59,No
Female,0,Yes,No,6,No
Female,0,No,No,3,No
Female,0,Yes,No,15,No
Male,0,Yes,Yes,13,No
Female,0,No,No,23,No
Male,1,Yes,No,31,No
Male,0,No,No,29,No
Female,0,Yes,No,49,No
Female,0,Yes,No,56,No
Female,0,No,No,63,No
Male,0,Yes,No,63,No
Male,1,Yes,Yes,24,No
Male,1,Yes,No,36,No
Female,1,No,No,9,Yes
Male,0,No,No,3,Yes
Female,0,Yes,No,21,No
Male,0,Yes,Yes,13,No
Male,0,Yes,Yes,1,No
Female,0,Yes,Yes,25,No
Male,0,Yes,Yes,71,No
Male,0,No,No,66,No
Female,0,No,No,45,No
Female,0,Yes,No,22,No
Female,0,Yes,No,67,No
Female,0,Yes,No,68,No
Female,1,No,No,49,Yes
Female,1,No,No,4,No
Male,0,Yes,No,63,No
Female,0,Yes,No,2,Yes
Male,0,No,No,21,No
Male,0,Yes,Yes,55,Yes
Male,0,No,Yes,1,No
Female,0,No,No,17,No
Male,0,No,No,30,No
Male,0,Yes,Yes,22,No
Female,0,No,No,9,No
Male,0,Yes,Yes,1,No
Female,0,Yes,No,21,Yes
Male,0,No,No,19,No
Female,0,Yes,Yes,69,Yes
Male,1,No,No,1,Yes
Female,0,Yes,No,72,No
Male,0,Yes,Yes,70,No
Female,0,No,No,66,No
Female,0,Yes,Yes,7,No
Female,1,Yes,Yes,46,No
Male,0,No,No,39,Yes
Female,0,Yes,Yes,32,No
Male,0,No,No,24,No
Male,0,Yes,Yes,6,Yes
Female,0,No,No,37,No
Male,0,No,Yes,8,No
Female,0,Yes,Yes,72,No
Male,1,Yes,No,71,No
Female,0,Yes,No,16,No
Female,0,Yes,No,57,No
Male,0,No,No,66,No
Female,1,No,No,17,Yes
Female,0,No,Yes,21,No
Male,0,Yes,No,66,No
Female,0,Yes,No,17,No
Male,0,No,Yes,1,Yes
Male,0,Yes,No,58,Yes
Female,0,Yes,Yes,8,No
Male,0,No,No,27,No
Male,0,Yes,No,34,No
Male,0,No,No,30,No
Male,0,No,No,33,No
Male,0,No,Yes,1,Yes
Male,0,Yes,Yes,14,No
Female,0,No,Yes,16,No
Female,0,No,No,49,No
Male,0,Yes,Yes,19,Yes
Female,0,Yes,Yes,70,No
Female,0,Yes,Yes,32,No
Female,0,No,No,18,No
Male,0,No,No,37,No
Female,0,No,No,4,No
Female,0,Yes,No,16,No
Male,0,Yes,No,17,No
Female,0,No,Yes,19,No
Male,0,Yes,No,60,No
Male,0,Yes,Yes,51,No
Male,0,Yes,Yes,28,No
Male,0,No,No,43,No
Male,0,Yes,No,42,No
Male,0,No,No,3,Yes
Female,0,No,No,1,No
Female,0,No,No,3,Yes
Female,0,No,No,63,No
Male,1,No,No,3,Yes
Male,0,Yes,No,68,No
Female,1,No,No,30,Yes
Female,0,No,No,60,No
Male,0,No,No,15,Yes
Male,1,No,No,45,No
Female,0,Yes,No,70,No
Male,0,Yes,No,10,Yes
Male,0,No,No,4,No
Female,0,No,No,1,Yes
Female,0,Yes,No,68,No
Male,0,Yes,Yes,22,No
Male,0,Yes,Yes,38,Yes
Female,0,No,No,1,Yes
Male,0,Yes,No,18,No
Male,0,No,No,29,No
Female,0,No,No,16,Yes
Male,0,No,No,1,Yes
Male,0,No,No,12,Yes
Male,0,No,No,31,No
Male,0,No,No,4,Yes
Female,0,Yes,No,48,No
Female,0,No,No,15,Yes
Male,0,No,No,50,No
Male,0,No,No,7,No
Male,1,Yes,No,41,Yes
Male,0,Yes,Yes,68,No
Female,1,Yes,No,26,No
Male,0,No,No,57,No
Female,0,No,No,3,No
Female,0,No,No,1,Yes
Male,0,Yes,Yes,19,No
Female,0,No,No,3,No
Female,0,No,No,59,No
Female,0,Yes,No,1,Yes
Male,0,Yes,No,42,No
Female,0,No,No,7,Yes
Male,0,Yes,No,67,No
Male,0,No,No,1,No
Male,0,Yes,No,66,No
Female,0,No,No,61,No
Male,0,Yes,Yes,4,No
Female,1,Yes,No,42,Yes
Female,0,Yes,Yes,64,No
Female,1,Yes,No,54,No
Male,0,No,No,1,No
Male,0,Yes,Yes,54,No
Female,0,No,Yes,18,No
Male,0,No,No,3,No
Female,0,No,No,1,Yes
Female,0,Yes,Yes,72,No
Male,1,Yes,No,60,No
Female,0,Yes,Yes,11,No
Female,0,No,Yes,12,Yes
Male,0,Yes,Yes,61,No
Female,0,No,No,39,No
Male,0,No,No,55,Yes
Female,0,No,No,17,Yes
Male,0,No,No,37,No
Female,0,Yes,No,72,No
Male,1,Yes,No,72,No
Female,0,No,No,8,No
Female,0,Yes,Yes,22,No
Female,0,No,No,1,Yes
Female,0,No,No,38,No
Male,0,No,Yes,17,No
Female,1,No,No,70,No
Female,1,Yes,Yes,72,Yes
Female,0,No,No,28,No
Female,0,No,No,15,No
Male,0,Yes,Yes,72,No
Female,1,Yes,No,11,Yes
Male,1,No,No,8,Yes
Female,0,Yes,No,57,No
Male,0,Yes,Yes,1,Yes
Female,0,Yes,No,46,No
Male,0,Yes,No,30,No
Male,1,Yes,No,10,No
Male,0,Yes,No,23,Yes
Male,0,No,No,32,No
Male,0,No,No,13,No
Female,0,No,No,39,Yes
Female,0,No,No,44,No
Male,1,No,No,9,No
Female,0,Yes,No,67,No
Male,0,Yes,Yes,9,Yes
Female,0,No,No,15,Yes
Female,0,Yes,No,71,No
Male,0,No,No,1,No
Female,0,Yes,Yes,30,Yes
Male,0,No,No,1,Yes
Male,0,Yes,No,17,No
Female,0,No,No,3,Yes
Male,0,Yes,Yes,67,Yes
Male,0,No,No,1,No
Female,1,No,No,1,Yes
Female,1,Yes,No,32,No
Male,0,Yes,Yes,41,No
Male,0,Yes,No,1,Yes
Female,0,No,No,1,No
Female,0,Yes,Yes,12,Yes
Male,0,Yes,Yes,62,No
Female,0,No,No,22,Yes
Female,0,No,Yes,17,No
Female,0,Yes,Yes,72,No
Male,0,Yes,Yes,56,No
Female,0,No,No,9,No
Male,0,Yes,No,72,No
Male,0,No,No,20,No
Male,0,Yes,Yes,19,No
Male,0,No,No,2,Yes
Male,0,No,No,53,No
Female,1,No,No,27,Yes
Male,0,No,No,6,No
Male,0,Yes,Yes,9,No
Female,0,Yes,Yes,8,No
Female,0,Yes,Yes,71,No
Female,0,No,No,10,Yes
Male,0,No,No,1,Yes
Female,0,Yes,No,71,No
Male,0,Yes,No,68,No
Male,0,No,No,34,No
Male,0,No,No,26,No
Female,0,No,No,22,Yes
Male,0,No,No,7,No
Female,0,Yes,No,20,No
Female,0,Yes,No,60,No
Male,0,Yes,Yes,72,No
Female,1,Yes,No,72,No
Male,0,No,No,4,No
Male,0,Yes,Yes,16,No
Female,1,Yes,No,62,No
Female,0,No,No,10,No
Male,0,No,No,31,No
Female,0,Yes,No,71,No
Male,0,No,No,58,No
Male,0,Yes,Yes,70,No
Female,0,Yes,No,71,No
Male,1,No,No,69,No
Female,1,No,No,1,Yes
Female,0,Yes,Yes,72,No
Female,0,Yes,No,26,No
Female,0,Yes,No,33,No
Female,0,Yes,Yes,10,No
Female,1,No,No,57,No
Female,0,No,No,10,No
Female,0,Yes,Yes,39,No
Female,0,No,No,11,No
Female,0,Yes,Yes,21,Yes
Female,0,Yes,Yes,68,No
Male,0,No,No,18,No
Female,0,No,No,6,Yes
Male,0,No,No,18,No
Female,0,Yes,Yes,52,No
Male,0,Yes,Yes,56,No
Male,0,No,No,45,No
Female,0,No,No,67,No
Male,0,Yes,No,3,No
Male,1,No,No,65,No
Male,0,Yes,No,63,No
Female,0,Yes,Yes,11,No
Male,0,No,Yes,1,No
Male,0,No,No,55,No
Male,0,Yes,Yes,25,No
Male,0,Yes,No,72,Yes
Female,0,Yes,No,72,No
Female,0,No,Yes,65,No
Female,1,No,No,54,Yes
Male,0,Yes,Yes,7,No
Female,0,Yes,No,72,No
Male,0,Yes,No,21,No
Female,0,No,No,2,No
Male,1,No,No,4,No
Male,0,Yes,No,3,Yes
Male,0,Yes,No,72,No
Female,0,No,No,6,No
Male,0,No,No,52,No
Male,1,Yes,No,69,No
Male,0,No,No,8,Yes
Female,1,No,No,8,No
Female,1,No,No,63,No
Male,0,No,No,60,No
Female,0,Yes,No,12,No
Female,0,No,No,13,No
Male,0,No,No,22,No
Male,0,No,No,5,Yes
Female,0,Yes,Yes,1,Yes
Female,0,Yes,Yes,72,No
Female,0,No,No,2,No
Female,0,Yes,Yes,40,No
Male,0,Yes,Yes,44,No
